"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"Benzina","2013-04-29","1711.15","296.98","728.40","685.77"
"Gasolio auto","2013-04-29","1608.09","279.09","617.40","711.60"
"GPL","2013-04-29","795.34","138.03","147.27","510.04"
"Benzina","2013-05-06","1713.09","297.31","728.40","687.38"
"Gasolio auto","2013-05-06","1608.48","279.16","617.40","711.92"
"GPL","2013-05-06","781.72","135.67","147.27","498.78"
"Benzina","2013-05-13","1709.84","296.75","728.40","684.69"
"Gasolio auto","2013-05-13","1605.18","278.58","617.40","709.20"
"GPL","2013-05-13","765.19","132.80","147.27","485.12"
"Benzina","2013-05-20","1717.14","298.02","728.40","690.72"
"Gasolio auto","2013-05-20","1615.03","280.29","617.40","717.34"
"GPL","2013-05-20","765.52","132.86","147.27","485.39"
"Benzina","2013-05-27","1732.97","300.76","728.40","703.81"
"Gasolio auto","2013-05-27","1628.06","282.56","617.40","728.10"
"GPL","2013-05-27","764.43","132.67","147.27","484.49"
"Benzina","2013-06-03","1736.48","301.37","728.40","706.71"
"Gasolio auto","2013-06-03","1631.24","283.11","617.40","730.73"
"GPL","2013-06-03","755.27","131.08","147.27","476.92"
"Benzina","2013-06-10","1735.46","301.20","728.40","705.86"
"Gasolio auto","2013-06-10","1626.73","282.33","617.40","727.00"
"GPL","2013-06-10","752.37","130.58","147.27","474.52"
"Benzina","2013-06-17","1731.16","300.45","728.40","702.31"
"Gasolio auto","2013-06-17","1622.02","281.51","617.40","723.11"
"GPL","2013-06-17","751.21","130.38","147.27","473.56"
"Benzina","2013-06-24","1732.15","300.62","728.40","703.13"
"Gasolio auto","2013-06-24","1625.39","282.09","617.40","725.90"
"GPL","2013-06-24","751.39","130.41","147.27","473.71"
"Benzina","2013-07-01","1735.03","301.12","728.40","705.51"
"Gasolio auto","2013-07-01","1625.78","282.16","617.40","726.22"
"GPL","2013-07-01","752.63","130.62","147.27","474.74"
"Benzina","2013-07-08","1740.69","302.10","728.40","710.19"
"Gasolio auto","2013-07-08","1631.91","283.22","617.40","731.29"
"GPL","2013-07-08","764.28","132.64","147.27","484.37"
"Benzina","2013-07-15","1762.13","305.82","728.40","727.91"
"Gasolio auto","2013-07-15","1652.72","286.84","617.40","748.48"
"GPL","2013-07-15","774.78","134.47","147.27","493.04"
"Benzina","2013-07-22","1771.41","307.43","728.40","735.58"
"Gasolio auto","2013-07-22","1661.25","288.32","617.40","755.53"
"GPL","2013-07-22","780.67","135.49","147.27","497.91"
"Benzina","2013-07-29","1771.29","307.41","728.40","735.48"
"Gasolio auto","2013-07-29","1660.73","288.23","617.40","755.10"
"GPL","2013-07-29","776.69","134.80","147.27","494.62"
"Benzina","2013-08-05","1769.81","307.16","728.40","734.25"
"Gasolio auto","2013-08-05","1659.68","288.04","617.40","754.24"
"GPL","2013-08-05","785.67","136.36","147.27","502.04"
"Benzina","2013-08-12","1768.79","306.98","728.40","733.41"
"Gasolio auto","2013-08-12","1658.31","287.81","617.40","753.10"
"GPL","2013-08-12","790.18","137.14","147.27","505.77"
"Benzina","2013-08-19","1762.01","305.80","728.40","727.81"
"Gasolio auto","2013-08-19","1652.96","286.88","617.40","748.68"
"GPL","2013-08-19","790.79","137.24","147.27","506.28"
"Benzina","2013-08-26","1768.98","307.01","728.40","733.57"
"Gasolio auto","2013-08-26","1659.96","288.09","617.40","754.47"
"GPL","2013-08-26","790.88","137.26","147.27","506.35"
"Benzina","2013-09-02","1781.63","309.21","728.40","744.02"
"Gasolio auto","2013-09-02","1669.75","289.79","617.40","762.56"
"GPL","2013-09-02","792.23","137.49","147.27","507.47"
"Benzina","2013-09-09","1786.03","309.97","728.40","747.66"
"Gasolio auto","2013-09-09","1680.74","291.70","617.40","771.64"
"GPL","2013-09-09","802.69","139.31","147.27","516.11"
"Benzina","2013-09-16","1775.87","308.21","728.40","739.26"
"Gasolio auto","2013-09-16","1681.71","291.87","617.40","772.44"
"GPL","2013-09-16","802.05","139.20","147.27","515.58"
"Benzina","2013-09-23","1753.85","304.39","728.40","721.06"
"Gasolio auto","2013-09-23","1677.51","291.14","617.40","768.97"
"GPL","2013-09-23","795.03","137.98","147.27","509.78"
"Benzina","2013-09-30","1733.59","300.87","728.40","704.32"
"Gasolio auto","2013-09-30","1662.38","288.51","617.40","756.47"
"GPL","2013-09-30","792.17","137.48","147.27","507.42"
"Benzina","2013-10-07","1733.54","312.61","728.40","692.53"
"Gasolio auto","2013-10-07","1663.07","299.90","617.40","745.77"
"GPL","2013-10-07","791.36","142.70","147.27","501.39"
"Benzina","2013-10-14","1728.67","311.73","728.40","688.54"
"Gasolio auto","2013-10-14","1660.10","299.36","617.40","743.34"
"GPL","2013-10-14","787.91","142.08","147.27","498.56"
"Benzina","2013-10-21","1726.66","311.36","728.40","686.90"
"Gasolio auto","2013-10-21","1658.37","299.05","617.40","741.92"
"GPL","2013-10-21","787.03","141.92","147.27","497.84"
"Benzina","2013-10-28","1717.23","309.66","728.40","679.17"
"Gasolio auto","2013-10-28","1650.27","297.59","617.40","735.28"
"GPL","2013-10-28","781.59","140.94","147.27","493.38"
"Benzina","2013-11-04","1700.72","306.69","728.40","665.63"
"Gasolio auto","2013-11-04","1633.90","294.64","617.40","721.86"
"GPL","2013-11-04","779.01","140.48","147.27","491.26"
"Benzina","2013-11-11","1700.40","306.63","728.40","665.37"
"Gasolio auto","2013-11-11","1633.38","294.54","617.40","721.44"
"GPL","2013-11-11","782.03","141.02","147.27","493.74"
"Benzina","2013-11-18","1701.74","306.87","728.40","666.47"
"Gasolio auto","2013-11-18","1635.38","294.90","617.40","723.08"
"GPL","2013-11-18","782.26","141.06","147.27","493.93"
"Benzina","2013-11-25","1714.12","309.10","728.40","676.62"
"Gasolio auto","2013-11-25","1646.43","296.90","617.40","732.13"
"GPL","2013-11-25","787.21","141.96","147.27","497.98"
"Benzina","2013-12-02","1725.91","311.23","728.40","686.28"
"Gasolio auto","2013-12-02","1656.81","298.77","617.40","740.64"
"GPL","2013-12-02","790.77","142.60","147.27","500.90"
"Benzina","2013-12-09","1728.42","311.68","728.40","688.34"
"Gasolio auto","2013-12-09","1657.62","298.92","617.40","741.30"
"GPL","2013-12-09","845.72","152.51","147.27","545.94"
"Benzina","2013-12-16","1728.15","311.63","728.40","688.12"
"Gasolio auto","2013-12-16","1655.97","298.62","617.40","739.95"
"GPL","2013-12-16","871.42","157.14","147.27","567.01"
"Benzina","2014-01-06","1729.28","311.84","728.40","689.04"
"Gasolio auto","2014-01-06","1656.65","298.74","617.40","740.51"
"GPL","2014-01-06","888.33","160.19","147.27","580.87"
"Benzina","2014-01-13","1722.64","310.64","728.40","683.60"
"Gasolio auto","2014-01-13","1649.69","297.49","617.40","734.80"
"GPL","2014-01-13","878.49","158.42","147.27","572.80"
"Benzina","2014-01-20","1718.35","309.87","728.40","680.08"
"Gasolio auto","2014-01-20","1641.94","296.09","617.40","728.45"
"GPL","2014-01-20","863.54","155.72","147.27","560.55"
"Benzina","2014-01-27","1715.37","309.33","728.40","677.64"
"Gasolio auto","2014-01-27","1639.49","295.65","617.40","726.44"
"GPL","2014-01-27","853.56","153.92","147.27","552.37"
"Benzina","2014-02-03","1713.75","309.04","728.40","676.31"
"Gasolio auto","2014-02-03","1639.31","295.61","617.40","726.30"
"GPL","2014-02-03","843.60","152.12","147.27","544.21"
"Benzina","2014-02-10","1711.10","308.56","728.40","674.14"
"Gasolio auto","2014-02-10","1636.42","295.09","617.40","723.93"
"GPL","2014-02-10","821.25","148.09","147.27","525.89"
"Benzina","2014-02-17","1714.66","309.20","728.40","677.06"
"Gasolio auto","2014-02-17","1637.98","295.37","617.40","725.21"
"GPL","2014-02-17","812.37","146.49","147.27","518.61"
"Benzina","2014-02-24","1717.87","309.78","728.40","679.69"
"Gasolio auto","2014-02-24","1636.92","295.18","617.40","724.34"
"GPL","2014-02-24","805.42","145.24","147.27","512.91"
"Benzina","2014-03-03","1717.87","309.78","730.80","677.29"
"Gasolio auto","2014-03-03","1635.83","294.99","619.80","721.04"
"GPL","2014-03-03","801.37","144.51","147.27","509.59"
"Benzina","2014-03-10","1717.10","309.64","730.80","676.66"
"Gasolio auto","2014-03-10","1635.36","294.90","619.80","720.66"
"GPL","2014-03-10","789.49","142.37","147.27","499.85"
"Benzina","2014-03-17","1712.82","308.87","730.80","673.15"
"Gasolio auto","2014-03-17","1627.35","293.46","619.80","714.09"
"GPL","2014-03-17","774.91","139.74","147.27","487.90"
"Benzina","2014-03-24","1704.55","307.38","730.80","666.37"
"Gasolio auto","2014-03-24","1615.99","291.41","619.80","704.78"
"GPL","2014-03-24","771.92","139.20","147.27","485.45"
"Benzina","2014-03-31","1714.44","309.16","730.80","674.48"
"Gasolio auto","2014-03-31","1622.79","292.63","619.80","710.36"
"GPL","2014-03-31","767.41","138.39","147.27","481.75"
"Benzina","2014-04-07","1722.85","310.68","730.80","681.37"
"Gasolio auto","2014-04-07","1627.43","293.47","619.80","714.16"
"GPL","2014-04-07","767.91","138.48","147.27","482.16"
"Benzina","2014-04-14","1725.60","311.17","730.80","683.63"
"Gasolio auto","2014-04-14","1628.62","293.69","619.80","715.13"
"GPL","2014-04-14","769.04","138.68","147.27","483.09"
"Benzina","2014-04-28","1737.54","313.33","730.80","693.41"
"Gasolio auto","2014-04-28","1633.10","294.49","619.80","718.81"
"GPL","2014-04-28","769.50","138.76","147.27","483.47"
"Benzina","2014-05-05","1738.96","313.58","730.80","694.58"
"Gasolio auto","2014-05-05","1634.01","294.66","619.80","719.55"
"GPL","2014-05-05","769.12","138.69","147.27","483.16"
"Benzina","2014-05-12","1736.34","313.11","730.80","692.43"
"Gasolio auto","2014-05-12","1629.97","293.93","619.80","716.24"
"GPL","2014-05-12","759.91","137.03","147.27","475.61"
"Benzina","2014-05-19","1734.87","312.85","730.80","691.22"
"Gasolio auto","2014-05-19","1627.29","293.45","619.80","714.04"
"GPL","2014-05-19","755.59","136.25","147.27","472.07"
"Benzina","2014-05-26","1739.39","313.66","730.80","694.93"
"Gasolio auto","2014-05-26","1629.38","293.82","619.80","715.76"
"GPL","2014-05-26","755.00","136.15","147.27","471.58"
"Benzina","2014-06-02","1739.27","313.64","730.80","694.83"
"Gasolio auto","2014-06-02","1631.13","294.14","619.80","717.19"
"GPL","2014-06-02","758.81","136.83","147.27","474.71"
"Benzina","2014-06-09","1740.27","313.82","730.80","695.65"
"Gasolio auto","2014-06-09","1628.99","293.75","619.80","715.44"
"GPL","2014-06-09","763.27","137.64","147.27","478.36"
"Benzina","2014-06-16","1741.44","314.03","730.80","696.61"
"Gasolio auto","2014-06-16","1629.38","293.82","619.80","715.76"
"GPL","2014-06-16","768.74","138.63","147.27","482.84"
"Benzina","2014-06-23","1753.34","316.18","730.80","706.36"
"Gasolio auto","2014-06-23","1637.47","295.28","619.80","722.39"
"GPL","2014-06-23","768.43","138.57","147.27","482.59"
"Benzina","2014-06-30","1759.34","317.26","730.80","711.28"
"Gasolio auto","2014-06-30","1642.62","296.21","619.80","726.61"
"GPL","2014-06-30","770.66","138.97","147.27","484.42"
"Benzina","2014-07-07","1762.40","317.81","730.80","713.79"
"Gasolio auto","2014-07-07","1643.38","296.35","619.80","727.23"
"GPL","2014-07-07","769.68","138.79","147.27","483.62"
"Benzina","2014-07-14","1763.22","317.96","730.80","714.46"
"Gasolio auto","2014-07-14","1637.75","295.33","619.80","722.62"
"GPL","2014-07-14","771.46","139.12","147.27","485.07"
"Benzina","2014-07-21","1758.78","317.16","730.80","710.82"
"Gasolio auto","2014-07-21","1626.54","293.31","619.80","713.43"
"GPL","2014-07-21","771.12","139.05","147.27","484.80"
"Benzina","2014-07-28","1757.95","317.01","730.80","710.14"
"Gasolio auto","2014-07-28","1622.72","292.62","619.80","710.30"
"GPL","2014-07-28","768.81","138.64","147.27","482.90"
"Benzina","2014-08-04","1755.25","316.52","730.80","707.93"
"Gasolio auto","2014-08-04","1623.08","292.69","619.80","710.59"
"GPL","2014-08-04","769.09","138.69","147.27","483.13"
"Benzina","2014-08-11","1751.42","315.83","730.80","704.79"
"Gasolio auto","2014-08-11","1622.87","292.65","619.80","710.42"
"GPL","2014-08-11","768.42","138.57","147.27","482.58"
"Benzina","2014-08-18","1748.72","315.34","730.80","702.58"
"Gasolio auto","2014-08-18","1621.66","292.43","619.80","709.43"
"GPL","2014-08-18","767.61","138.42","147.27","481.92"
"Benzina","2014-08-25","1741.16","313.98","730.80","696.38"
"Gasolio auto","2014-08-25","1618.22","291.81","619.80","706.61"
"GPL","2014-08-25","767.80","138.46","147.27","482.07"
"Benzina","2014-09-01","1739.31","313.65","730.80","694.86"
"Gasolio auto","2014-09-01","1617.49","291.68","619.80","706.01"
"GPL","2014-09-01","767.80","138.46","147.27","482.07"
"Benzina","2014-09-08","1736.93","313.22","730.80","692.91"
"Gasolio auto","2014-09-08","1616.55","291.51","619.80","705.24"
"GPL","2014-09-08","759.45","136.95","147.27","475.23"
"Benzina","2014-09-15","1734.90","312.85","730.80","691.25"
"Gasolio auto","2014-09-15","1615.28","291.28","619.80","704.20"
"GPL","2014-09-15","756.20","136.36","147.27","472.57"
"Benzina","2014-09-22","1730.05","311.98","730.80","687.27"
"Gasolio auto","2014-09-22","1612.00","290.69","619.80","701.51"
"GPL","2014-09-22","755.93","136.32","147.27","472.34"
"Benzina","2014-09-29","1724.17","310.92","730.80","682.45"
"Gasolio auto","2014-09-29","1607.04","289.79","619.80","697.45"
"GPL","2014-09-29","752.82","135.75","147.27","469.80"
"Benzina","2014-10-06","1722.64","310.64","730.80","681.20"
"Gasolio auto","2014-10-06","1606.05","289.62","619.80","696.63"
"GPL","2014-10-06","753.62","135.90","147.27","470.45"
"Benzina","2014-10-13","1717.65","309.74","730.80","677.11"
"Gasolio auto","2014-10-13","1598.82","288.31","619.80","690.71"
"GPL","2014-10-13","747.97","134.88","147.27","465.82"
"Benzina","2014-10-20","1697.97","306.19","730.80","660.98"
"Gasolio auto","2014-10-20","1582.19","285.31","619.80","677.08"
"GPL","2014-10-20","749.16","135.09","147.27","466.80"
"Benzina","2014-10-27","1680.98","303.13","730.80","647.05"
"Gasolio auto","2014-10-27","1570.13","283.14","619.80","667.19"
"GPL","2014-10-27","749.15","135.09","147.27","466.79"
"Benzina","2014-11-03","1665.92","300.41","730.80","634.71"
"Gasolio auto","2014-11-03","1562.69","281.80","619.80","661.09"
"GPL","2014-11-03","743.20","134.02","147.27","461.91"
"Benzina","2014-11-10","1657.31","298.86","730.80","627.65"
"Gasolio auto","2014-11-10","1556.26","280.64","619.80","655.82"
"GPL","2014-11-10","726.82","131.07","147.27","448.48"
"Benzina","2014-11-17","1647.85","297.15","730.80","619.90"
"Gasolio auto","2014-11-17","1551.05","279.70","619.80","651.55"
"GPL","2014-11-17","714.50","128.84","147.27","438.39"
"Benzina","2014-11-24","1634.72","294.79","730.80","609.13"
"Gasolio auto","2014-11-24","1541.16","277.91","619.80","643.45"
"GPL","2014-11-24","710.53","128.13","147.27","435.13"
"Benzina","2014-12-01","1623.75","292.81","730.80","600.14"
"Gasolio auto","2014-12-01","1531.60","276.19","619.80","635.61"
"GPL","2014-12-01","710.61","128.14","147.27","435.20"
"Benzina","2014-12-08","1595.60","287.73","730.80","577.07"
"Gasolio auto","2014-12-08","1505.87","271.55","619.80","614.52"
"GPL","2014-12-08","689.58","124.35","147.27","417.96"
"Benzina","2014-12-15","1565.86","282.37","730.80","552.69"
"Gasolio auto","2014-12-15","1472.66","265.56","619.80","587.30"
"GPL","2014-12-15","674.09","121.56","147.27","405.26"
"Benzina","2015-01-05","1505.75","271.53","728.40","505.82"
"Gasolio auto","2015-01-05","1425.68","257.09","617.40","551.19"
"GPL","2015-01-05","648.42","116.93","147.27","384.22"
"Benzina","2015-01-12","1472.82","265.59","728.40","478.83"
"Gasolio auto","2015-01-12","1387.85","250.27","617.40","520.18"
"GPL","2015-01-12","628.95","113.42","147.27","368.26"
"Benzina","2015-01-19","1448.29","261.17","728.40","458.72"
"Gasolio auto","2015-01-19","1359.97","245.24","617.40","497.33"
"GPL","2015-01-19","616.12","111.10","147.27","357.75"
"Benzina","2015-01-26","1437.04","259.14","728.40","449.50"
"Gasolio auto","2015-01-26","1347.99","243.08","617.40","487.51"
"GPL","2015-01-26","614.89","110.88","147.27","356.74"
"Benzina","2015-02-02","1445.71","260.70","728.40","456.61"
"Gasolio auto","2015-02-02","1356.19","244.56","617.40","494.23"
"GPL","2015-02-02","620.53","111.90","147.27","361.36"
"Benzina","2015-02-09","1477.26","266.39","728.40","482.47"
"Gasolio auto","2015-02-09","1387.76","250.25","617.40","520.11"
"GPL","2015-02-09","620.18","111.84","147.27","361.07"
"Benzina","2015-02-16","1513.69","272.96","728.40","512.33"
"Gasolio auto","2015-02-16","1423.98","256.78","617.40","549.80"
"GPL","2015-02-16","619.80","111.77","147.27","360.76"
"Benzina","2015-02-23","1533.68","276.57","728.40","528.71"
"Gasolio auto","2015-02-23","1446.55","260.85","617.40","568.30"
"GPL","2015-02-23","619.25","111.67","147.27","360.31"
"Benzina","2015-03-02","1546.80","278.93","728.40","539.47"
"Gasolio auto","2015-03-02","1460.27","263.33","617.40","579.54"
"GPL","2015-03-02","621.66","112.10","147.27","362.29"
"Benzina","2015-03-09","1562.33","281.73","728.40","552.20"
"Gasolio auto","2015-03-09","1468.37","264.79","617.40","586.18"
"GPL","2015-03-09","640.14","115.44","147.27","377.43"
"Benzina","2015-03-16","1575.58","284.12","728.40","563.06"
"Gasolio auto","2015-03-16","1467.49","264.63","617.40","585.46"
"GPL","2015-03-16","646.47","116.58","147.27","382.62"
"Benzina","2015-03-23","1578.16","284.59","728.40","565.17"
"Gasolio auto","2015-03-23","1456.47","262.64","617.40","576.43"
"GPL","2015-03-23","655.66","118.23","147.27","390.16"
"Benzina","2015-03-30","1578.03","284.56","728.40","565.07"
"Gasolio auto","2015-03-30","1450.87","261.63","617.40","571.84"
"GPL","2015-03-30","661.16","119.23","147.27","394.66"
"Benzina","2015-04-13","1574.67","283.96","728.40","562.31"
"Gasolio auto","2015-04-13","1441.83","260.00","617.40","564.43"
"GPL","2015-04-13","658.61","118.77","147.27","392.57"
"Benzina","2015-04-20","1584.72","285.77","728.40","570.55"
"Gasolio auto","2015-04-20","1452.21","261.87","617.40","572.94"
"GPL","2015-04-20","646.41","116.57","147.27","382.57"
"Benzina","2015-04-27","1601.77","288.84","728.40","584.53"
"Gasolio auto","2015-04-27","1467.84","264.69","617.40","585.75"
"GPL","2015-04-27","646.71","116.62","147.27","382.82"
"Benzina","2015-05-04","1610.62","290.44","728.40","591.78"
"Gasolio auto","2015-05-04","1475.76","266.12","617.40","592.24"
"GPL","2015-05-04","644.68","116.25","147.27","381.16"
"Benzina","2015-05-11","1616.71","291.54","728.40","596.77"
"Gasolio auto","2015-05-11","1481.84","267.22","617.40","597.22"
"GPL","2015-05-11","642.02","115.77","147.27","378.98"
"Benzina","2015-05-18","1616.12","291.43","728.40","596.29"
"Gasolio auto","2015-05-18","1482.95","267.42","617.40","598.13"
"GPL","2015-05-18","639.86","115.38","147.27","377.21"
"Benzina","2015-05-25","1614.23","291.09","728.40","594.74"
"Gasolio auto","2015-05-25","1482.16","267.27","617.40","597.49"
"GPL","2015-05-25","639.01","115.23","147.27","376.51"
"Benzina","2015-06-01","1616.16","291.44","728.40","596.32"
"Gasolio auto","2015-06-01","1484.61","267.72","617.40","599.49"
"GPL","2015-06-01","638.33","115.11","147.27","375.95"
"Benzina","2015-06-08","1619.01","291.95","728.40","598.66"
"Gasolio auto","2015-06-08","1482.16","267.27","617.40","597.49"
"GPL","2015-06-08","627.65","113.18","147.27","367.20"
"Benzina","2015-06-15","1623.21","292.71","728.40","602.10"
"Gasolio auto","2015-06-15","1474.15","265.83","617.40","590.92"
"GPL","2015-06-15","613.38","110.61","147.27","355.50"
"Benzina","2015-06-22","1631.53","294.21","728.40","608.92"
"Gasolio auto","2015-06-22","1473.23","265.66","617.40","590.17"
"GPL","2015-06-22","609.24","109.86","147.27","352.11"
"Benzina","2015-06-29","1627.85","293.55","728.40","605.90"
"Gasolio auto","2015-06-29","1463.59","263.93","617.40","582.26"
"GPL","2015-06-29","604.08","108.93","147.27","347.88"
"Benzina","2015-07-06","1625.20","293.07","728.40","603.73"
"Gasolio auto","2015-07-06","1460.32","263.34","617.40","579.58"
"GPL","2015-07-06","602.87","108.71","147.27","346.89"
"Benzina","2015-07-13","1628.05","293.58","728.40","606.07"
"Gasolio auto","2015-07-13","1453.38","262.08","617.40","573.90"
"GPL","2015-07-13","602.26","108.60","147.27","346.39"
"Benzina","2015-07-20","1629.76","293.89","728.40","607.47"
"Gasolio auto","2015-07-20","1448.00","261.11","617.40","569.49"
"GPL","2015-07-20","602.49","108.65","147.27","346.57"
"Benzina","2015-07-27","1616.44","291.49","728.40","596.55"
"Gasolio auto","2015-07-27","1432.92","258.40","617.40","557.12"
"GPL","2015-07-27","601.36","108.44","147.27","345.65"
"Benzina","2015-08-03","1592.60","287.19","728.40","577.01"
"Gasolio auto","2015-08-03","1417.22","255.56","617.40","544.26"
"GPL","2015-08-03","600.72","108.33","147.27","345.12"
"Benzina","2015-08-10","1574.19","283.87","728.40","561.92"
"Gasolio auto","2015-08-10","1402.17","252.85","617.40","531.92"
"GPL","2015-08-10","597.11","107.68","147.27","342.16"
"Benzina","2015-08-17","1563.33","281.91","728.40","553.02"
"Gasolio auto","2015-08-17","1395.66","251.68","617.40","526.58"
"GPL","2015-08-17","597.69","107.78","147.27","342.64"
"Benzina","2015-08-24","1542.91","278.23","728.40","536.28"
"Gasolio auto","2015-08-24","1381.51","249.12","617.40","514.99"
"GPL","2015-08-24","597.23","107.70","147.27","342.26"
"Benzina","2015-08-31","1506.09","271.59","728.40","506.10"
"Gasolio auto","2015-08-31","1351.08","243.64","617.40","490.04"
"GPL","2015-08-31","592.97","106.93","147.27","338.77"
"Benzina","2015-09-07","1498.16","270.16","728.40","499.60"
"Gasolio auto","2015-09-07","1357.20","244.74","617.40","495.06"
"GPL","2015-09-07","588.41","106.11","147.27","335.03"
"Benzina","2015-09-14","1502.48","270.94","728.40","503.14"
"Gasolio auto","2015-09-14","1369.63","246.98","617.40","505.25"
"GPL","2015-09-14","583.20","105.17","147.27","330.76"
"Benzina","2015-09-21","1487.74","268.28","728.40","491.06"
"Gasolio auto","2015-09-21","1359.00","245.07","617.40","496.53"
"GPL","2015-09-21","582.03","104.96","147.27","329.80"
"Benzina","2015-09-28","1478.23","266.57","728.40","483.26"
"Gasolio auto","2015-09-28","1352.25","243.85","617.40","491.00"
"GPL","2015-09-28","580.84","104.74","147.27","328.83"
"Benzina","2015-10-05","1473.02","265.63","728.40","478.99"
"Gasolio auto","2015-10-05","1349.16","243.29","617.40","488.47"
"GPL","2015-10-05","580.44","104.67","147.27","328.50"
"Benzina","2015-10-12","1480.50","266.98","728.40","485.12"
"Gasolio auto","2015-10-12","1353.62","244.10","617.40","492.12"
"GPL","2015-10-12","582.66","105.07","147.27","330.32"
"Benzina","2015-10-19","1476.41","266.24","728.40","481.77"
"Gasolio auto","2015-10-19","1350.05","243.45","617.40","489.20"
"GPL","2015-10-19","583.05","105.14","147.27","330.64"
"Benzina","2015-10-26","1461.32","263.52","728.40","469.40"
"Gasolio auto","2015-10-26","1338.99","241.46","617.40","480.13"
"GPL","2015-10-26","583.17","105.16","147.27","330.74"
"Benzina","2015-11-02","1455.80","262.52","728.40","464.88"
"Gasolio auto","2015-11-02","1338.30","241.33","617.40","479.57"
"GPL","2015-11-02","582.52","105.04","147.27","330.21"
"Benzina","2015-11-09","1462.65","263.76","728.40","470.49"
"Gasolio auto","2015-11-09","1345.65","242.66","617.40","485.59"
"GPL","2015-11-09","584.89","105.47","147.27","332.15"
"Benzina","2015-11-16","1460.79","263.42","728.40","468.97"
"Gasolio auto","2015-11-16","1344.38","242.43","617.40","484.55"
"GPL","2015-11-16","584.72","105.44","147.27","332.01"
"Benzina","2015-11-23","1450.34","261.54","728.40","460.40"
"Gasolio auto","2015-11-23","1334.34","240.62","617.40","476.32"
"GPL","2015-11-23","584.76","105.45","147.27","332.04"
"Benzina","2015-11-30","1457.51","262.83","728.40","466.28"
"Gasolio auto","2015-11-30","1338.51","241.37","617.40","479.74"
"GPL","2015-11-30","585.10","105.51","147.27","332.32"
"Benzina","2015-12-07","1460.16","263.31","728.40","468.45"
"Gasolio auto","2015-12-07","1333.09","240.39","617.40","475.30"
"GPL","2015-12-07","592.67","106.87","147.27","338.53"
"Benzina","2015-12-14","1451.12","261.68","728.40","461.04"
"Gasolio auto","2015-12-14","1311.81","236.56","617.40","457.85"
"GPL","2015-12-14","602.19","108.59","147.27","346.33"
"Benzina","2015-12-21","1439.19","259.53","728.40","451.26"
"Gasolio auto","2015-12-21","1278.33","230.52","617.40","430.41"
"GPL","2015-12-21","603.65","108.85","147.27","347.53"
"Benzina","2016-01-04","1430.07","257.88","728.40","443.79"
"Gasolio auto","2016-01-04","1256.07","226.50","617.40","412.17"
"GPL","2016-01-04","604.30","108.97","147.27","348.06"
"Benzina","2016-01-11","1426.66","257.27","728.40","440.99"
"Gasolio auto","2016-01-11","1247.32","224.93","617.40","404.99"
"GPL","2016-01-11","595.49","107.38","147.27","340.84"
"Benzina","2016-01-18","1409.38","254.15","728.40","426.83"
"Gasolio auto","2016-01-18","1221.92","220.35","617.40","384.17"
"GPL","2016-01-18","585.21","105.53","147.27","332.41"
"Benzina","2016-01-25","1392.09","251.03","728.40","412.66"
"Gasolio auto","2016-01-25","1196.01","215.67","617.40","362.94"
"GPL","2016-01-25","581.85","104.92","147.27","329.66"
"Benzina","2016-02-01","1387.46","250.20","728.40","408.86"
"Gasolio auto","2016-02-01","1186.14","213.89","617.40","354.85"
"GPL","2016-02-01","578.01","104.23","147.27","326.51"
"Benzina","2016-02-08","1392.39","251.09","728.40","412.90"
"Gasolio auto","2016-02-08","1197.52","215.95","617.40","364.17"
"GPL","2016-02-08","564.03","101.71","147.27","315.05"
"Benzina","2016-02-15","1373.50","247.68","728.40","397.42"
"Gasolio auto","2016-02-15","1192.98","215.13","617.40","360.45"
"GPL","2016-02-15","544.99","98.28","147.27","299.44"
"Benzina","2016-02-22","1361.81","245.57","728.40","387.84"
"Gasolio auto","2016-02-22","1192.03","214.96","617.40","359.67"
"GPL","2016-02-22","541.83","97.71","147.27","296.85"
"Benzina","2016-02-29","1361.22","245.47","728.40","387.35"
"Gasolio auto","2016-02-29","1199.42","216.29","617.40","365.73"
"GPL","2016-02-29","539.97","97.37","147.27","295.33"
"Benzina","2016-03-07","1370.64","247.16","728.40","395.08"
"Gasolio auto","2016-03-07","1207.28","217.71","617.40","372.17"
"GPL","2016-03-07","541.63","97.67","147.27","296.69"
"Benzina","2016-03-14","1391.51","250.93","728.40","412.18"
"Gasolio auto","2016-03-14","1229.71","221.75","617.40","390.56"
"GPL","2016-03-14","542.28","97.79","147.27","297.22"
"Benzina","2016-03-21","1406.70","253.67","728.40","424.63"
"Gasolio auto","2016-03-21","1243.24","224.19","617.40","401.65"
"GPL","2016-03-21","541.91","97.72","147.27","296.92"
"Benzina","2016-04-04","1413.36","254.87","728.40","430.09"
"Gasolio auto","2016-04-04","1243.40","224.22","617.40","401.78"
"GPL","2016-04-04","542.93","97.91","147.27","297.75"
"Benzina","2016-04-11","1411.23","254.48","728.40","428.35"
"Gasolio auto","2016-04-11","1225.62","221.01","617.40","387.21"
"GPL","2016-04-11","546.47","98.54","147.27","300.66"
"Benzina","2016-04-18","1426.20","257.18","728.40","440.62"
"Gasolio auto","2016-04-18","1233.46","222.43","617.40","393.63"
"GPL","2016-04-18","550.41","99.25","147.27","303.89"
"Benzina","2016-04-25","1438.74","259.44","728.40","450.90"
