"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"GPL","2019-04-22","653.74","117.89","147.27","388.58"
"Benzina","2019-04-29","1625.87","293.19","728.40","604.28"
"Gasolio auto","2019-04-29","1519.70","274.04","617.40","628.26"
"GPL","2019-04-29","656.03","118.30","147.27","390.46"
"Benzina","2019-05-06","1627.81","293.54","728.40","605.87"
"Gasolio auto","2019-05-06","1519.07","273.93","617.40","627.74"
"GPL","2019-05-06","645.01","116.31","147.27","381.43"
"Benzina","2019-05-13","1625.82","293.18","728.40","604.24"
"Gasolio auto","2019-05-13","1518.33","273.80","617.40","627.13"
"GPL","2019-05-13","652.32","117.63","147.27","387.42"
"Benzina","2019-05-20","1624.17","292.88","728.40","602.89"
"Gasolio auto","2019-05-20","1517.75","273.69","617.40","626.66"
"GPL","2019-05-20","651.65","117.51","147.27","386.87"
"Benzina","2019-05-27","1631.14","294.14","728.40","608.60"
"Gasolio auto","2019-05-27","1524.63","274.93","617.40","632.30"
"GPL","2019-05-27","652.39","117.64","147.27","387.48"
"Benzina","2019-06-03","1621.90","292.47","728.40","601.03"
"Gasolio auto","2019-06-03","1514.36","273.08","617.40","623.88"
"GPL","2019-06-03","651.90","117.56","147.27","387.07"
"Benzina","2019-06-10","1605.95","289.60","728.40","587.95"
"Gasolio auto","2019-06-10","1497.42","270.03","617.40","609.99"
"GPL","2019-06-10","640.26","115.46","147.27","377.53"
"Benzina","2019-06-17","1595.79","287.77","728.40","579.62"
"Gasolio auto","2019-06-17","1486.77","268.11","617.40","601.26"
"GPL","2019-06-17","637.45","114.95","147.27","375.23"
"Benzina","2019-06-24","1590.01","286.72","728.40","574.89"
"Gasolio auto","2019-06-24","1480.69","267.01","617.40","596.28"
"GPL","2019-06-24","635.78","114.65","147.27","373.86"
"Benzina","2019-07-01","1588.76","286.50","728.40","573.86"
"Gasolio auto","2019-07-01","1478.85","266.68","617.40","594.77"
"GPL","2019-07-01","635.16","114.54","147.27","373.35"
"Benzina","2019-07-08","1590.42","286.80","728.40","575.22"
"Gasolio auto","2019-07-08","1480.90","267.05","617.40","596.45"
"GPL","2019-07-08","624.30","112.58","147.27","364.45"
"Benzina","2019-07-15","1596.75","287.94","728.40","580.41"
"Gasolio auto","2019-07-15","1484.47","267.69","617.40","599.38"
"GPL","2019-07-15","620.52","111.90","147.27","361.35"
"Benzina","2019-07-22","1599.93","288.51","728.40","583.02"
"Gasolio auto","2019-07-22","1487.01","268.15","617.40","601.46"
"GPL","2019-07-22","620.10","111.82","147.27","361.01"
"Benzina","2019-07-29","1592.01","287.08","728.40","576.53"
"Gasolio auto","2019-07-29","1478.29","266.58","617.40","594.31"
"GPL","2019-07-29","618.39","111.51","147.27","359.61"
"Benzina","2019-08-05","1592.34","287.14","728.40","576.80"
"Gasolio auto","2019-08-05","1478.79","266.67","617.40","594.72"
"GPL","2019-08-05","613.88","110.70","147.27","355.91"
"Benzina","2019-08-12","1579.93","284.91","728.40","566.62"
"Gasolio auto","2019-08-12","1466.93","264.53","617.40","585.00"
"GPL","2019-08-12","606.26","109.33","147.27","349.66"
"Benzina","2019-08-19","1571.80","283.44","728.40","559.96"
"Gasolio auto","2019-08-19","1458.80","263.06","617.40","578.34"
"GPL","2019-08-19","609.74","109.95","147.27","352.52"
"Benzina","2019-08-26","1568.66","282.87","728.40","557.39"
"Gasolio auto","2019-08-26","1456.84","262.71","617.40","576.73"
"GPL","2019-08-26","607.20","109.50","147.27","350.43"
"Benzina","2019-09-02","1566.06","282.40","728.40","555.26"
"Gasolio auto","2019-09-02","1455.00","262.38","617.40","575.22"
"GPL","2019-09-02","606.08","109.29","147.27","349.52"
"Benzina","2019-09-09","1565.19","282.25","728.40","554.54"
"Gasolio auto","2019-09-09","1454.98","262.37","617.40","575.21"
"GPL","2019-09-09","603.43","108.82","147.27","347.34"
"Benzina","2019-09-16","1570.50","283.20","728.40","558.90"
"Gasolio auto","2019-09-16","1463.15","263.85","617.40","581.90"
"GPL","2019-09-16","602.07","108.57","147.27","346.23"
"Benzina","2019-09-23","1589.68","286.66","728.40","574.62"
"Gasolio auto","2019-09-23","1483.09","267.44","617.40","598.25"
"GPL","2019-09-23","601.83","108.53","147.27","346.03"
"Benzina","2019-09-30","1591.92","287.07","728.40","576.45"
"Gasolio auto","2019-09-30","1485.67","267.91","617.40","600.36"
"GPL","2019-09-30","600.39","108.27","147.27","344.85"
"Benzina","2019-10-07","1585.51","285.91","728.40","571.20"
"Gasolio auto","2019-10-07","1479.13","266.73","617.40","595.00"
"GPL","2019-10-07","607.62","109.57","147.27","350.78"
"Benzina","2019-10-14","1579.07","284.75","728.40","565.92"
"Gasolio auto","2019-10-14","1472.95","265.61","617.40","589.94"
"GPL","2019-10-14","610.90","110.16","147.27","353.47"
"Benzina","2019-10-21","1574.44","283.92","728.40","562.12"
"Gasolio auto","2019-10-21","1469.94","265.07","617.40","587.47"
"GPL","2019-10-21","610.78","110.14","147.27","353.37"
"Benzina","2019-10-28","1571.89","283.46","728.40","560.03"
"Gasolio auto","2019-10-28","1467.93","264.71","617.40","585.82"
"GPL","2019-10-28","610.10","110.02","147.27","352.81"
"Benzina","2019-11-04","1572.41","283.55","728.40","560.46"
"Gasolio auto","2019-11-04","1469.23","264.94","617.40","586.89"
"GPL","2019-11-04","610.40","110.07","147.27","353.06"
"Benzina","2019-11-11","1573.73","283.79","728.40","561.54"
"Gasolio auto","2019-11-11","1470.29","265.13","617.40","587.76"
"GPL","2019-11-11","610.34","110.06","147.27","353.01"
"Benzina","2019-11-18","1573.81","283.80","728.40","561.61"
"Gasolio auto","2019-11-18","1469.99","265.08","617.40","587.51"
"GPL","2019-11-18","609.29","109.87","147.27","352.15"
"Benzina","2019-11-25","1576.50","284.29","728.40","563.81"
"Gasolio auto","2019-11-25","1470.24","265.13","617.40","587.71"
"GPL","2019-11-25","609.26","109.87","147.27","352.12"
"Benzina","2019-12-02","1580.78","285.06","728.40","567.32"
"Gasolio auto","2019-12-02","1476.32","266.22","617.40","592.70"
"GPL","2019-12-02","612.97","110.54","147.27","355.16"
"Benzina","2019-12-09","1580.43","285.00","728.40","567.03"
"Gasolio auto","2019-12-09","1476.08","266.18","617.40","592.50"
"GPL","2019-12-09","615.34","110.96","147.27","357.11"
"Benzina","2019-12-16","1578.01","284.56","728.40","565.05"
"Gasolio auto","2019-12-16","1474.37","265.87","617.40","591.10"
"GPL","2019-12-16","616.34","111.14","147.27","357.93"
"Benzina","2020-01-06","1590.14","286.75","728.40","574.99"
"Gasolio auto","2020-01-06","1489.21","268.55","617.40","603.26"
"GPL","2020-01-06","631.76","113.92","147.27","370.57"
"Benzina","2020-01-13","1593.76","287.40","728.40","577.96"
"Gasolio auto","2020-01-13","1493.37","269.30","617.40","606.67"
"GPL","2020-01-13","641.89","115.75","147.27","378.87"
"Benzina","2020-01-20","1587.11","286.20","728.40","572.51"
"Gasolio auto","2020-01-20","1488.57","268.43","617.40","602.74"
"GPL","2020-01-20","643.87","116.11","147.27","380.49"
"Benzina","2020-01-27","1587.13","286.20","728.40","572.53"
"Gasolio auto","2020-01-27","1482.32","267.30","617.40","597.62"
"GPL","2020-01-27","644.01","116.13","147.27","380.61"
"Benzina","2020-02-03","1570.49","283.20","728.40","558.89"
"Gasolio auto","2020-02-03","1468.97","264.90","617.40","586.67"
"GPL","2020-02-03","643.65","116.07","147.27","380.31"
"Benzina","2020-02-10","1554.68","280.35","728.40","545.93"
"Gasolio auto","2020-02-10","1450.67","261.60","617.40","571.67"
"GPL","2020-02-10","635.90","114.67","147.27","373.96"
"Benzina","2020-02-17","1547.14","278.99","728.40","539.75"
"Gasolio auto","2020-02-17","1441.36","259.92","617.40","564.04"
"GPL","2020-02-17","633.76","114.28","147.27","372.21"
"Benzina","2020-02-24","1545.50","278.70","728.40","538.40"
"Gasolio auto","2020-02-24","1439.42","259.57","617.40","562.45"
"GPL","2020-02-24","630.99","113.79","147.27","369.93"
"Benzina","2020-03-02","1540.15","277.73","728.40","534.02"
"Gasolio auto","2020-03-02","1432.16","258.26","617.40","556.50"
"GPL","2020-03-02","627.91","113.23","147.27","367.41"
"Benzina","2020-03-09","1522.31","274.51","728.40","519.40"
"Gasolio auto","2020-03-09","1414.20","255.02","617.40","541.78"
"GPL","2020-03-09","621.10","112.00","147.27","361.83"
"Benzina","2020-03-16","1496.59","269.88","728.40","498.31"
"Gasolio auto","2020-03-16","1389.03","250.48","617.40","521.15"
"GPL","2020-03-16","616.60","111.19","147.27","358.14"
"Benzina","2020-03-23","1477.47","266.43","728.40","482.64"
"Gasolio auto","2020-03-23","1368.48","246.78","617.40","504.30"
"GPL","2020-03-23","615.60","111.01","147.27","357.32"
"Benzina","2020-03-30","1456.54","262.65","728.40","465.49"
"Gasolio auto","2020-03-30","1347.81","243.05","617.40","487.36"
"GPL","2020-03-30","615.94","111.07","147.27","357.60"
"Benzina","2020-04-06","1436.81","259.10","728.40","449.31"
"Gasolio auto","2020-04-06","1328.02","239.48","617.40","471.14"
"GPL","2020-04-06","607.32","109.52","147.27","350.53"
"Benzina","2020-04-13","1422.27","256.47","728.40","437.40"
"Gasolio auto","2020-04-13","1315.60","237.24","617.40","460.96"
"GPL","2020-04-13","601.65","108.49","147.27","345.89"
"Benzina","2020-04-20","1411.26","254.49","728.40","428.37"
"Gasolio auto","2020-04-20","1306.43","235.59","617.40","453.44"
"GPL","2020-04-20","601.23","108.42","147.27","345.54"
"Benzina","2020-04-27","1391.61","250.95","728.40","412.26"
"Gasolio auto","2020-04-27","1287.06","232.09","617.40","437.57"
"GPL","2020-04-27","598.97","108.01","147.27","343.69"
"Benzina","2020-05-04","1374.28","247.82","728.40","398.06"
"Gasolio auto","2020-05-04","1267.15","228.50","617.40","421.25"
"GPL","2020-05-04","597.69","107.78","147.27","342.64"
"Benzina","2020-05-11","1362.01","245.61","728.40","388.00"
"Gasolio auto","2020-05-11","1252.79","225.91","617.40","409.48"
"GPL","2020-05-11","595.32","107.35","147.27","340.70"
"Benzina","2020-05-18","1356.75","244.66","728.40","383.69"
"Gasolio auto","2020-05-18","1247.39","224.94","617.40","405.05"
"GPL","2020-05-18","593.80","107.08","147.27","339.45"
"Benzina","2020-05-25","1366.77","246.47","728.40","391.90"
"Gasolio auto","2020-05-25","1256.37","226.56","617.40","412.41"
"GPL","2020-05-25","593.22","106.97","147.27","338.98"
"Benzina","2020-06-01","1371.48","247.32","728.40","395.76"
"Gasolio auto","2020-06-01","1260.85","227.37","617.40","416.08"
"GPL","2020-06-01","592.93","106.92","147.27","338.74"
"Benzina","2020-06-08","1371.01","247.23","728.40","395.38"
"Gasolio auto","2020-06-08","1260.40","227.29","617.40","415.71"
"GPL","2020-06-08","593.20","106.97","147.27","338.96"
"Benzina","2020-06-15","1377.77","248.45","728.40","400.92"
"Gasolio auto","2020-06-15","1266.49","228.38","617.40","420.71"
"GPL","2020-06-15","593.45","107.02","147.27","339.16"
"Benzina","2020-06-22","1385.38","249.82","728.40","407.16"
"Gasolio auto","2020-06-22","1273.05","229.57","617.40","426.08"
"GPL","2020-06-22","593.54","107.03","147.27","339.24"
"Benzina","2020-06-29","1399.18","252.31","728.40","418.47"
"Gasolio auto","2020-06-29","1285.53","231.82","617.40","436.31"
"GPL","2020-06-29","594.31","107.17","147.27","339.87"
"Benzina","2020-07-06","1400.83","252.61","728.40","419.82"
"Gasolio auto","2020-07-06","1287.79","232.22","617.40","438.17"
"GPL","2020-07-06","593.79","107.08","147.27","339.44"
"Benzina","2020-07-13","1403.80","253.14","728.40","422.26"
"Gasolio auto","2020-07-13","1290.32","232.68","617.40","440.24"
"GPL","2020-07-13","594.20","107.15","147.27","339.78"
"Benzina","2020-07-20","1404.60","253.29","728.40","422.91"
"Gasolio auto","2020-07-20","1290.83","232.77","617.40","440.66"
"GPL","2020-07-20","594.31","107.17","147.27","339.87"
"Benzina","2020-07-27","1403.56","253.10","728.40","422.06"
"Gasolio auto","2020-07-27","1289.74","232.58","617.40","439.76"
"GPL","2020-07-27","594.39","107.19","147.27","339.93"
"Benzina","2020-08-03","1401.66","252.76","728.40","420.50"
"Gasolio auto","2020-08-03","1288.34","232.32","617.40","438.62"
"GPL","2020-08-03","594.37","107.18","147.27","339.92"
"Benzina","2020-08-10","1397.66","252.04","728.40","417.22"
"Gasolio auto","2020-08-10","1284.32","231.60","617.40","435.32"
"GPL","2020-08-10","593.96","107.11","147.27","339.58"
"Benzina","2020-08-17","1398.23","252.14","728.40","417.69"
"Gasolio auto","2020-08-17","1284.55","231.64","617.40","435.51"
"GPL","2020-08-17","594.28","107.17","147.27","339.84"
"Benzina","2020-08-24","1399.68","252.40","728.40","418.88"
"Gasolio auto","2020-08-24","1285.56","231.82","617.40","436.34"
"GPL","2020-08-24","595.86","107.45","147.27","341.14"
"Benzina","2020-08-31","1400.08","252.47","728.40","419.21"
"Gasolio auto","2020-08-31","1285.19","231.76","617.40","436.03"
"GPL","2020-08-31","594.59","107.22","147.27","340.10"
"Benzina","2020-09-07","1398.48","252.18","728.40","417.90"
"Gasolio auto","2020-09-07","1281.64","231.12","617.40","433.12"
"GPL","2020-09-07","593.45","107.02","147.27","339.16"
"Benzina","2020-09-14","1392.04","251.02","728.40","412.62"
"Gasolio auto","2020-09-14","1274.28","229.79","617.40","427.09"
"GPL","2020-09-14","593.35","107.00","147.27","339.08"
"Benzina","2020-09-21","1388.70","250.42","728.40","409.88"
"Gasolio auto","2020-09-21","1267.41","228.55","617.40","421.46"
"GPL","2020-09-21","592.70","106.88","147.27","338.55"
"Benzina","2020-09-28","1389.54","250.57","728.40","410.57"
"Gasolio auto","2020-09-28","1264.94","228.10","617.40","419.44"
"GPL","2020-09-28","592.25","106.80","147.27","338.18"
"Benzina","2020-10-05","1388.24","250.34","728.40","409.50"
"Gasolio auto","2020-10-05","1262.69","227.70","617.40","417.59"
"GPL","2020-10-05","591.69","106.70","147.27","337.72"
"Benzina","2020-10-12","1388.63","250.41","728.40","409.82"
"Gasolio auto","2020-10-12","1261.00","227.39","617.40","416.21"
"GPL","2020-10-12","591.76","106.71","147.27","337.78"
"Benzina","2020-10-19","1389.14","250.50","728.40","410.24"
"Gasolio auto","2020-10-19","1260.48","227.30","617.40","415.78"
"GPL","2020-10-19","592.35","106.82","147.27","338.26"
"Benzina","2020-10-26","1387.72","250.24","728.40","409.08"
"Gasolio auto","2020-10-26","1258.51","226.94","617.40","414.17"
"GPL","2020-10-26","591.89","106.73","147.27","337.89"
"Benzina","2020-11-02","1383.88","249.55","728.40","405.93"
"Gasolio auto","2020-11-02","1254.77","226.27","617.40","411.10"
"GPL","2020-11-02","591.55","106.67","147.27","337.61"
"Benzina","2020-11-09","1378.34","248.55","728.40","401.39"
"Gasolio auto","2020-11-09","1248.72","225.18","617.40","406.14"
"GPL","2020-11-09","592.46","106.84","147.27","338.35"
"Benzina","2020-11-16","1385.46","249.84","728.40","407.22"
"Gasolio auto","2020-11-16","1255.30","226.37","617.40","411.53"
"GPL","2020-11-16","593.49","107.02","147.27","339.20"
"Benzina","2020-11-23","1393.24","251.24","728.40","413.60"
"Gasolio auto","2020-11-23","1264.11","227.95","617.40","418.76"
"GPL","2020-11-23","597.05","107.66","147.27","342.12"
"Benzina","2020-11-30","1403.62","253.11","728.40","422.11"
"Gasolio auto","2020-11-30","1275.25","229.96","617.40","427.89"
"GPL","2020-11-30","603.39","108.81","147.27","347.31"
"Benzina","2020-12-07","1409.34","254.14","728.40","426.80"
"Gasolio auto","2020-12-07","1283.79","231.50","617.40","434.89"
"GPL","2020-12-07","606.51","109.37","147.27","349.87"
"Benzina","2020-12-14","1412.51","254.71","728.40","429.40"
"Gasolio auto","2020-12-14","1288.31","232.32","617.40","438.59"
"GPL","2020-12-14","609.59","109.93","147.27","352.39"
"Benzina","2020-12-21","1427.58","257.43","728.40","441.75"
"Gasolio auto","2020-12-21","1304.31","235.20","617.40","451.71"
"GPL","2020-12-21","616.67","111.20","147.27","358.20"
"Benzina","2020-12-28","1434.07","258.60","728.40","447.07"
"Gasolio auto","2020-12-28","1311.79","236.55","617.40","457.84"
"GPL","2020-12-28","621.53","112.08","147.27","362.18"
"Benzina","2021-01-04","1441.50","259.94","728.40","453.16"
"Gasolio auto","2021-01-04","1319.04","237.86","617.40","463.78"
"GPL","2021-01-04","623.73","112.48","147.27","363.98"
"Benzina","2021-01-11","1450.07","261.49","728.40","460.18"
"Gasolio auto","2021-01-11","1324.98","238.93","617.40","468.65"
"GPL","2021-01-11","628.90","113.41","147.27","368.22"
"Benzina","2021-01-18","1465.98","264.36","728.40","473.22"
"Gasolio auto","2021-01-18","1339.45","241.54","617.40","480.51"
"GPL","2021-01-18","633.16","114.18","147.27","371.71"
"Benzina","2021-01-25","1476.16","266.19","728.40","481.57"
"Gasolio auto","2021-01-25","1346.45","242.80","617.40","486.25"
"GPL","2021-01-25","636.06","114.70","147.27","374.09"
"Benzina","2021-02-01","1479.99","266.88","728.40","484.71"
"Gasolio auto","2021-02-01","1350.56","243.54","617.40","489.62"
"GPL","2021-02-01","637.11","114.89","147.27","374.95"
"Benzina","2021-02-08","1488.90","268.49","728.40","492.01"
"Gasolio auto","2021-02-08","1360.65","245.36","617.40","497.89"
"GPL","2021-02-08","640.41","115.48","147.27","377.66"
"Benzina","2021-02-15","1500.43","270.57","728.40","501.46"
"Gasolio auto","2021-02-15","1372.94","247.58","617.40","507.96"
"GPL","2021-02-15","641.80","115.73","147.27","378.80"
"Benzina","2021-02-22","1518.55","273.84","728.40","516.31"
"Gasolio auto","2021-02-22","1390.91","250.82","617.40","522.69"
"GPL","2021-02-22","645.39","116.38","147.27","381.74"
"Benzina","2021-03-01","1536.58","277.09","728.40","531.09"
"Gasolio auto","2021-03-01","1408.45","253.98","617.40","537.07"
"GPL","2021-03-01","648.88","117.01","147.27","384.60"
"Benzina","2021-03-08","1549.65","279.45","728.40","541.80"
"Gasolio auto","2021-03-08","1421.19","256.28","617.40","547.51"
"GPL","2021-03-08","654.35","118.00","147.27","389.08"
"Benzina","2021-03-15","1566.15","282.42","728.40","555.33"
"Gasolio auto","2021-03-15","1436.07","258.96","617.40","559.71"
"GPL","2021-03-15","658.39","118.73","147.27","392.39"
"Benzina","2021-03-22","1578.77","284.70","728.40","565.67"
"Gasolio auto","2021-03-22","1444.98","260.57","617.40","567.01"
"GPL","2021-03-22","660.55","119.12","147.27","394.16"
"Benzina","2021-03-29","1575.35","284.08","728.40","562.87"
"Gasolio auto","2021-03-29","1440.30","259.73","617.40","563.17"
"GPL","2021-03-29","662.84","119.53","147.27","396.04"
"Benzina","2021-04-05","1574.22","283.88","728.40","561.94"
"Gasolio auto","2021-04-05","1437.14","259.16","617.40","560.58"
"GPL","2021-04-05","663.58","119.66","147.27","396.65"
"Benzina","2021-04-12","1573.52","283.75","728.40","561.37"
"Gasolio auto","2021-04-12","1435.18","258.80","617.40","558.98"
"GPL","2021-04-12","663.64","119.67","147.27","396.70"
"Benzina","2021-04-19","1574.45","283.92","728.40","562.13"
"Gasolio auto","2021-04-19","1435.66","258.89","617.40","559.37"
"GPL","2021-04-19","662.85","119.53","147.27","396.05"
"Benzina","2021-04-26","1577.01","284.38","728.40","564.23"
"Gasolio auto","2021-04-26","1437.60","259.24","617.40","560.96"
"GPL","2021-04-26","663.19","119.59","147.27","396.33"
"Benzina","2021-05-03","1578.94","284.73","728.40","565.81"
"Gasolio auto","2021-05-03","1438.83","259.46","617.40","561.97"
"GPL","2021-05-03","664.88","119.90","147.27","397.71"
"Benzina","2021-05-10","1587.82","286.33","728.40","573.09"
"Gasolio auto","2021-05-10","1447.20","260.97","617.40","568.83"
"GPL","2021-05-10","664.72","119.87","147.27","397.58"
"Benzina","2021-05-17","1593.07","287.27","728.40","577.40"
"Gasolio auto","2021-05-17","1452.65","261.95","617.40","573.30"
"GPL","2021-05-17","664.85","119.89","147.27","397.69"
"Benzina","2021-05-24","1592.41","287.16","728.40","576.85"
"Gasolio auto","2021-05-24","1451.33","261.72","617.40","572.21"
"GPL","2021-05-24","661.72","119.33","147.27","395.12"
"Benzina","2021-05-31","1590.02","286.72","728.40","574.90"
"Gasolio auto","2021-05-31","1447.99","261.11","617.40","569.48"
"GPL","2021-05-31","661.50","119.29","147.27","394.94"
"Benzina","2021-06-07","1599.04","288.35","728.40","582.29"
"Gasolio auto","2021-06-07","1457.56","262.84","617.40","577.32"
"GPL","2021-06-07","662.42","119.45","147.27","395.70"
"Benzina","2021-06-14","1605.46","289.51","728.40","587.55"
"Gasolio auto","2021-06-14","1464.81","264.15","617.40","583.26"
"GPL","2021-06-14","664.21","119.78","147.27","397.16"
"Benzina","2021-06-21","1614.47","291.13","728.40","594.94"
"Gasolio auto","2021-06-21","1474.15","265.83","617.40","590.92"
"GPL","2021-06-21","666.55","120.20","147.27","399.08"
"Benzina","2021-06-28","1624.61","292.96","728.40","603.25"
"Gasolio auto","2021-06-28","1485.76","267.92","617.40","600.44"
"GPL","2021-06-28","666.76","120.24","147.27","399.25"
"Benzina","2021-07-05","1634.34","294.72","728.40","611.22"
"Gasolio auto","2021-07-05","1494.54","269.51","617.40","607.63"
"GPL","2021-07-05","670.41","120.89","147.27","402.25"
"Benzina","2021-07-12","1649.60","297.47","728.40","623.73"
"Gasolio auto","2021-07-12","1507.91","271.92","617.40","618.59"
"GPL","2021-07-12","674.05","121.55","147.27","405.23"
"Benzina","2021-07-19","1655.26","298.49","728.40","628.37"
"Gasolio auto","2021-07-19","1512.84","272.81","617.40","622.63"
"GPL","2021-07-19","683.64","123.28","147.27","413.09"
"Benzina","2021-07-26","1653.59","298.19","728.40","627.00"
"Gasolio auto","2021-07-26","1510.57","272.40","617.40","620.77"
"GPL","2021-07-26","685.82","123.67","147.27","414.88"
"Benzina","2021-08-02","1655.53","298.54","728.40","628.59"
"Gasolio auto","2021-08-02","1510.17","272.33","617.40","620.44"
"GPL","2021-08-02","685.97","123.70","147.27","415.00"
"Benzina","2021-08-09","1657.41","298.88","728.40","630.13"
"Gasolio auto","2021-08-09","1509.98","272.29","617.40","620.29"
"GPL","2021-08-09","692.27","124.84","147.27","420.16"
"Benzina","2021-08-16","1656.16","298.65","728.40","629.11"
"Gasolio auto","2021-08-16","1507.75","271.89","617.40","618.46"
"GPL","2021-08-16","695.35","125.39","147.27","422.69"
"Benzina","2021-08-23","1652.39","297.97","728.40","626.02"
"Gasolio auto","2021-08-23","1503.43","271.11","617.40","614.92"
"GPL","2021-08-23","697.00","125.69","147.27","424.04"
"Benzina","2021-08-30","1650.23","297.58","728.40","624.25"
"Gasolio auto","2021-08-30","1499.96","270.48","617.40","612.08"
"GPL","2021-08-30","696.38","125.58","147.27","423.53"
"Benzina","2021-09-06","1655.19","298.48","728.40","628.31"
"Gasolio auto","2021-09-06","1504.10","271.23","617.40","615.47"
"GPL","2021-09-06","701.09","126.43","147.27","427.39"
"Benzina","2021-09-13","1662.09","299.72","728.40","633.97"
"Gasolio auto","2021-09-13","1510.06","272.31","617.40","620.35"
"GPL","2021-09-13","709.30","127.91","147.27","434.12"
"Benzina","2021-09-20","1670.67","301.27","728.40","641.00"
"Gasolio auto","2021-09-20","1516.64","273.49","617.40","625.75"
"GPL","2021-09-20","710.01","128.03","147.27","434.71"
"Benzina","2021-09-27","1676.36","302.29","728.40","645.67"
"Gasolio auto","2021-09-27","1523.47","274.72","617.40","631.35"
"GPL","2021-09-27","712.65","128.51","147.27","436.87"
"Benzina","2021-10-04","1686.89","304.19","728.40","654.30"
"Gasolio auto","2021-10-04","1536.73","277.12","617.40","642.21"
"GPL","2021-10-04","717.44","129.37","147.27","440.80"
"Benzina","2021-10-11","1713.07","308.91","728.40","675.76"
"Gasolio auto","2021-10-11","1567.13","282.60","617.40","667.13"
"GPL","2021-10-11","783.08","141.21","147.27","494.60"
"Benzina","2021-10-18","1733.84","312.66","728.40","692.78"
"Gasolio auto","2021-10-18","1593.18","287.29","617.40","688.49"
"GPL","2021-10-18","817.73","147.46","147.27","523.00"
"Benzina","2021-10-25","1745.84","314.82","728.40","702.62"
"Gasolio auto","2021-10-25","1607.90","289.95","617.40","700.55"
"GPL","2021-10-25","825.65","148.89","147.27","529.49"
"Benzina","2021-11-01","1749.25","315.44","728.40","705.41"
"Gasolio auto","2021-11-01","1613.08","290.88","617.40","704.80"
"GPL","2021-11-01","830.18","149.70","147.27","533.21"
"Benzina","2021-11-08","1750.76","315.71","728.40","706.65"
"Gasolio auto","2021-11-08","1613.84","291.02","617.40","705.42"
"GPL","2021-11-08","832.38","150.10","147.27","535.01"
"Benzina","2021-11-15","1749.56","315.49","728.40","705.67"
"Gasolio auto","2021-11-15","1612.92","290.85","617.40","704.67"
"GPL","2021-11-15","833.93","150.38","147.27","536.28"
"Benzina","2021-11-22","1746.87","315.01","728.40","703.46"
"Gasolio auto","2021-11-22","1611.31","290.56","617.40","703.35"
"GPL","2021-11-22","835.27","150.62","147.27","537.38"
"Benzina","2021-11-29","1742.76","314.27","728.40","700.09"
"Gasolio auto","2021-11-29","1607.49","289.88","617.40","700.21"
"GPL","2021-11-29","835.33","150.63","147.27","537.43"
"Benzina","2021-12-06","1732.90","312.49","728.40","692.01"
"Gasolio auto","2021-12-06","1597.75","288.12","617.40","692.23"
"GPL","2021-12-06","829.14","149.52","147.27","532.35"
"Benzina","2021-12-13","1725.35","311.13","728.40","685.82"
"Gasolio auto","2021-12-13","1590.37","286.79","617.40","686.18"
"GPL","2021-12-13","822.16","148.26","147.27","526.63"
"Benzina","2021-12-20","1722.46","310.61","728.40","683.45"
"Gasolio auto","2021-12-20","1587.14","286.21","617.40","683.53"
"GPL","2021-12-20","819.16","147.72","147.27","524.17"
"Benzina","2021-12-27","1719.59","310.09","728.40","681.10"
"Gasolio auto","2021-12-27","1585.32","285.88","617.40","682.04"
"GPL","2021-12-27","819.37","147.76","147.27","524.34"
"Benzina","2022-01-03","1723.06","310.72","728.40","683.94"
"Gasolio auto","2022-01-03","1587.92","286.35","617.40","684.17"
"GPL","2022-01-03","818.31","147.56","147.27","523.48"
"Benzina","2022-01-10","1733.40","312.58","728.40","692.42"
"Gasolio auto","2022-01-10","1598.01","288.17","617.40","692.44"
"GPL","2022-01-10","819.01","147.69","147.27","524.05"
"Benzina","2022-01-17","1754.31","316.35","728.40","709.56"
"Gasolio auto","2022-01-17","1620.24","292.17","617.40","710.67"
"GPL","2022-01-17","817.12","147.35","147.27","522.50"
"Benzina","2022-01-24","1778.64","320.74","728.40","729.50"
"Gasolio auto","2022-01-24","1647.14","297.03","617.40","732.71"
"GPL","2022-01-24","816.72","147.28","147.27","522.17"
"Benzina","2022-01-31","1796.72","324.00","728.40","744.32"
"Gasolio auto","2022-01-31","1667.29","300.66","617.40","749.23"
"GPL","2022-01-31","817.37","147.39","147.27","522.71"
"Benzina","2022-02-07","1819.32","328.07","728.40","762.85"
"Gasolio auto","2022-02-07","1690.59","304.86","617.40","768.33"
"GPL","2022-02-07","817.70","147.45","147.27","522.98"
"Benzina","2022-02-14","1835.26","330.95","728.40","775.91"
"Gasolio auto","2022-02-14","1708.19","308.03","617.40","782.76"
"GPL","2022-02-14","816.52","147.24","147.27","522.01"
"Benzina","2022-02-21","1849.94","333.60","728.40","787.94"
"Gasolio auto","2022-02-21","1722.36","310.59","617.40","794.37"
"GPL","2022-02-21","816.81","147.29","147.27","522.25"
"Benzina","2022-02-28","1868.86","337.01","728.40","803.45"
"Gasolio auto","2022-02-28","1740.47","313.86","617.40","809.21"
"GPL","2022-02-28","817.34","147.39","147.27","522.68"
"Benzina","2022-03-07","1953.14","352.21","728.40","872.53"
"Gasolio auto","2022-03-07","1829.33","329.88","617.40","882.05"
"GPL","2022-03-07","853.55","153.92","147.27","552.36"
