 idStation;speed;location;lat;lng
NC-4608265012037718;slow;Via Cal de Formiga, 50 ‌Santa Giustina, BL;46.082650;12.037718
OCPI-129-0c18d2f8-9649-4913-8456-5af9e48ea837;fast;22 ‌Santa Giustina;46.081170;12.038250
OCPI-130-20XP22T3KK4AL00295;fast;Via Giovanni da Melo, 32026 Mel BL, Italy ‌Borgo Valbelluna;46.063270;12.079383
NC-4609675412084584;slow;Via Roma, 27 ‌Bribano di Sedico;46.096752;12.084584
OCPI-130-21XP22T3KKJAL00592;fast;Via della Maddalena, 33081 Aviano PN, Italy ‌Aviano;46.059857;12.574447
OCPI-130-19XM32T7CB3W000191;fast,rapid;Via Papa Giovanni XXIII ‌Aviano;46.066522;12.589556
OCPI-130-20XP22T5HK4AL00208;slow,fast;Via de Zan, 9 - CONAD ‌Aviano;46.072642;12.590288
NC-4607300912587962;fast;Via Luigi Longo ‌Aviano;46.073009;12.587962
OCPI-129-8cf4c1d7-c10c-4112-a48d-fdf78eb84299;fast;Viale San Giorgio, 34 ‌Pordenone;46.073360;12.581560
OCPI-130-20XP22T3KK1AL00368;fast;Via Odorico da Pordenone ‌Aviano;46.094585;12.595010
OCPI-130-20XP22T3KK1AL00369;fast;Piazza Risorgimento, 33081 San Martino di Cam ‌Aviano;46.071475;12.651606
OCPI-129-80f28d6e-10e0-4d1f-80c6-e92779c21ea8;fast;Via Maniago, 14 ‌Montereale Valcellina;46.099270;12.684440
OCPI-129-8a4d0fec-8b81-44d7-bf4f-c990e9cb8972;fast;Via Roma, 5 ‌Vivaro;46.080330;12.779950
NC-4608042712780780;slow;Via Roma ‌Vivaro;46.080425;12.780780
NC-4607974413129617;fast;Via San Quirino ‌Nogaredo di Prato;46.079121;13.128689
OCPI-129-b3ea84b9-d72d-4b1b-873a-06ebd6830151;fast;Via Cividina, 4 ‌Martignacco;46.096980;13.133350
OCPI-129-0a4bb6ec-51c7-437b-8f27-eed854d5d60b;fast;Piazza San Martino, 17 ‌Martignacco;46.075290;13.138430
NC-4608182813173054;slow;Via Spilimbergo ‌Martignacco;46.081809;13.173145
OCPI-130-21XP22T3KK4AK00256;fast;Via Villalta, Pasian di Prato UD, Italy ‌Passons;46.069256;13.190361
OCPI-130-20XP22T3KK1AL00497;fast;Via Ferruccio Missio ‌Pasian Di Prato;46.051642;13.191722
NC-4605168713208928;fast;Viale Venezia 430 ‌Udine;46.051685;13.208928
NC-4605283413209000;slow;Viale Venezia 383 ‌Udine;46.052706;13.209437
WA-TESLA-43711;rapid;Via Lecco ‌Udine;46.085564;13.211016
NC-4607333913211527;slow;Via Martignacco ‌Udine;46.073339;13.211527
GASGAS-00011;fast;Via Martignacco, 187 ‌Udine;46.075532;13.213340
OCPI-233-17ZM43T6733Q000001;fast,rapid;Via Del Cotonificio 60 ‌UDINE;46.076826;13.220476
OCPI-233-GS681.M504;fast;Via Luigi Moretti, Family park Moretti ‌UDINE;46.060092;13.225348
OCPI-233-21XP22T3KK4AK00357;fast;Viale Gio Batta Bassi, 36 ‌UDINE;46.068560;13.226112
NC-4609806713229509;slow;Via Padova ‌Udine;46.098068;13.229509
OCPI-233-GS680.M504;fast;Via Luigi Magrini, 2 ‌UDINE;46.062797;13.229596
OCPI-233-21XP22T3KK4AM00194;fast;Piazzale Gio Batta Cella, 18 ‌UDINE;46.054103;13.229642
NC-4607047913230216;slow;Via Francesco di Toppo 25 ‌Udine;46.070480;13.230216
WA-TESLA-44543;fast;Via Tricesimo ‌Udine;46.097958;13.230226
Scame_100215944;fast;Via Tricesimo 256 ‌Udine;46.096831;13.230592
OCPI-233-GS679.M504;fast;via andreuzzi ‌UDINE;46.058661;13.231252
NC-4609513013231432;fast;Via Tricesimo ‌Udine;46.095131;13.231432
NC-4609361613232913;fast;Via Tricesimo ‌Udine;46.093616;13.232913
OCPI-191-IT*EON*E117717;fast;Via Ramandolo, 7 ‌Udine;46.077569;13.233452
NC-4608870413233505;slow;Via Tricesimo, 99 ‌Udine;46.088703;13.233505
OCPI-233-21XP22T3KK4AK00353;fast;Viale San Daniele, 49 ‌UDINE;46.071126;13.233524
46066751132354865-NC_1;slow;Piazza I Maggio ‌Udine;46.066750;13.235487
OCPI-233-GS675.M504;fast;parcheggio tribunale ‌UDINE;46.059640;13.236242
OCPI-233-GS677.M504;fast;via Antonio caccia ‌UDINE;46.071035;13.237276
OCPI-233-INGE-6H0522229290;rapid;Piazza I Maggio ‌Udine;46.064625;13.238159
OCPI-233-21XP22T3KK4AM00392;fast;Piazza del Patriarcato, 1 ‌UDINE;46.064007;13.238786
OCPI-233-21XP22T3KK4AK00356;fast;Piazza del Patriarcato, 1 ‌UDINE;46.063698;13.239533
OCPI-233-21XP22T3KK4AK00355;fast;Piazzale della Repubblica ‌UDINE;46.058592;13.240584
NC-4605895713240640;fast;Via Giosuè Carducci 46 ‌Udine;46.058957;13.240640
OCPI-233-GS676.M504;fast;Viale Trieste ‌Udine;46.066218;13.245279
OCPI-233-GS678.M504;fast;via del vasc ‌UDINE;46.055118;13.245670
OCPI-233-21XP22T3KK4AK00359;fast;Piazzale Gabriele D'Annunzio, 23 ‌UDINE;46.058066;13.246026
NC-4605883713248825;slow;Viale 23 Marzo 1848 ‌Udine;46.058837;13.248825
NC-4608875413248100;slow;Via Liguria, 96 ‌Udine;46.092979;13.252975
NC-4607962213305395;fast,rapid;SS54 ‌Zona Industriale B;46.079622;13.305395
OCPI-129-8b56422d-b0e9-4510-b77d-a08d53ce4c37;fast;Via Treppo, 8 ‌Remanzacco;46.084790;13.324660
OCPI-129-b48a237e-6cf3-456a-835e-25de1db8679f;fast;Via C. Ferro, 23 ‌Remanzacco;46.084930;13.315550
NC-4608679513379578;fast;Via Tombe Romane 15 ‌Zona Artigianale-commerciale Comunale;46.086795;13.379578
OCPI-129-f63312d3-bec4-47e4-ab1e-55a3c73f76fe;fast;Piazza Resistenza, 2 ‌Cividale del Friuli;46.090190;13.433760
OCPI-129-417f747c-a689-48da-a5d6-1d5f9f00190e;fast;Piazza XX Settembre, 5 ‌Cividale del Friuli;46.092600;13.427600
Scame_100169781;fast;Piazza San Giovanni ‌Cividale del Friuli;46.094838;13.431292
OCPI-129-d0fc1883-fb24-4ebc-af34-636819ac650a;fast;Viale Libertà, 47 ‌Cividale del Friuli;46.095550;13.426140
OCPI-207-IT*REV*E297;fast;Via Sen. Guglielmo Pelizzo 8 ‌Cividale del Friuli;46.096122;13.424856
NC-4607116513462227;fast;Via Fornalis 148 ‌Cividale del Friuli;46.071163;13.462227
OCPI-144-EVB-P21431568;fast;Via Roma 37A ‌Talamona;46.138985;9.603545
OCPI-144-EVB-P21431567;fast;Via Roma 43 ‌Talamona;46.139328;9.602121
NC-461440999618827;slow;Via Stelvio 1762/C ‌Talamona (SO);46.144100;9.618827
NC-4613211210161836;slow;Località Palabione ‌Aprica;46.132111;10.161836
OCPI-128-2681a353-ad44-11e9-b19a-020100016614;fast;Via Fisto ‌Spiazzo;46.100496;10.738420
OCPI-123-LOC22802;fast;Via S. Vigilio 13 ‌SPIAZZO;46.104048;10.736684
OCPI-130-21XP22T3KKJAL00673;fast;Piazza G. B. Righi, 1, 38080 Strembo TN, Ital ‌Strembo;46.120341;10.751568
OCPI-130-19XP22T3KK1AL00315;fast;Via Regina Elena ‌Caderzone;46.128974;10.756599
OCPI-130-19XP22T3KK4AZ00513;fast;Viale Dolomiti, 53 ‌Giustino;46.148837;10.767208
WA-TESLA-30825;fast;Strada Statale 421 ‌San Lorenzo in banale;46.133306;10.968499
OCPI-123-LOC8414;fast;Via Lungo Lago 32 ‌MOLVENO;46.139827;10.958722
WA-TESLA-26376;fast;Via Nazionale ‌Molveno;46.141763;10.965089
NC-4614190910966038;slow;Via Nazionale 6/A ‌Molveno;46.142328;10.964279
OCPI-123-LOC8215;fast;Via Paganella - Parcheggio Valbinaghe ‌MOLVENO;46.142774;10.967592
NC-4614694110974385;fast;Via Belvedere ‌Molveno;46.146941;10.974385
NC-4611221211046908;fast;Strada dei Laghi di Lamar 44 ‌Vallelaghi;46.112212;11.046908
WA-TESLA-28786;slow,rapid;Via Giovanni Segantini ‌Trento;46.111616;11.091649
OCPI-123-LOC8897;fast;SPINI DI GARDOLO - Via Bregenz 18 ‌TRENTO;46.115339;11.093253
OCPI-123-LOC5870;rapid,fast;Spini di Gardolo - Strada dell' Interporto 14 ‌TRENTO;46.116726;11.089314
EDS_TOY_0046;fast;V.Masadori, 4 Fraz. Gardolo ‌Loc. Spini;46.119361;11.097000
NC-4614041711085811;fast,rapid;Autostrada del Brennero ‌Stazione di Lavis;46.140092;11.085339
NC-4614053311087605;rapid;Stazione di servizio Paganella Est ‌Lavis;46.140533;11.087605
OCPI-123-LOC6242;rapid;EUROMIX MOTORS - Via IV Novembre 93/1 ‌TRENTO;46.100404;11.113063
OCPI-258-IT*911*E*IT*000442*0000001;rapid;Via Alto Adige 30 ‌Trento;46.115000;11.106300
OCPI-123-LOC10738;fast;Via Alto Adige 164/B ‌TRENTO;46.127698;11.109392
OCPI-128-f0313593-ac6d-11e9-b19a-020100016614;fast;Via Paganella ‌Lavis;46.140278;11.106111
OCPI-123-LOC12079;fast;Via A. Rosmini 61 ‌LAVIS;46.141061;11.109539
OCPI-123-LOC12070;fast;Via Sant'Antonio 38 ‌ALBIANO;46.145163;11.192666
OCPI-123-LOC8448;fast;Via della Marela 13 ‌FORNACE;46.118243;11.209038
OCPI-123-LOC8447;fast;Via Cesare Battisti 17 ‌BASELGA DI PINE';46.130641;11.245034
OCPI-123-LOC1704;fast;Via Cesare Battisti 62 ‌BASELGA DI PINE';46.132333;11.247694
NC-4609963812088406;fast;Via Cal de Messa ‌Sedico;46.100308;12.088319
OCPI-130-20XP22T3KK4AL01048;fast;Via Feltre, 63, 32036 Sedico BL, Italy ‌Sedico;46.105528;12.094714
NC-4611763412096317;slow;Via Caduti e Dispersi In Russia ‌Sedico;46.117634;12.096317
OCPI-129-a302a30d-1e04-473c-a07c-affcfbce1acd;fast;Località Susin Rorei, 6 ‌Sospirolo;46.142780;12.074190
NC-4611044312109459;slow;Via Belluno, 62 ‌Sedico;46.110443;12.109459
NC-4613886612123606;slow;Via Traversa Agordina ‌Roe Alte;46.138866;12.123606
NC-4612867112186939;fast;Via Marisiga ‌Belluno;46.128671;12.186939
OCPI-172-57;fast;Lambioi ‌Belluno (BL);46.137285;12.216294
OCPI-130-EVOS_thing34021;fast,rapid;P.le della Resistenza, 32100 Belluno BL, Ital ‌Belluno;46.146762;12.225851
DW-000031;fast;Via Giuseppe Vaccari ‌Belluno;46.147900;12.218018
DW_000023;fast;Via Fisterre, 3 ‌Belluno;46.148904;12.206349
WA-TESLA-20937;fast;Via IV Novembre ‌Puos d'Alpago;46.139438;12.363752
OCPI-130-20XP22T3KK1AL00366;fast;Via Barcis 14 Localita Piancavallo Aviano ‌Piancavallo;46.109701;12.516729
OCPI-130-20XP22T3KK1AL00367;fast;Piazzale Poste Italiane ‌Giais;46.119720;12.612961
OCPI-129-91271fed-4ee8-41aa-b0bf-042f0672f86c;fast;Via Manzoni, 14 ‌Montereale Valcellina;46.142770;12.636260
Scame_100169863;fast;Viale Erto e Casso ‌Vajont;46.146400;12.698300
OCPI-130-19XP22T5HK4AD00244;slow,fast;Via Libroia - Parcheggio pubblico ‌Spilimbergo;46.107200;12.866237
OCPI-130-19XP22T3KK4AD00469;fast;Via XX Settembre ‌Spilimbergo;46.109915;12.898803
OCPI-130-19XP22T5HK4AD00239;slow,fast;Via Raffaello Sanzio - Ospedale ‌Spilimbergo;46.111835;12.892142
NC-4616943312707263;slow;Via Umberto 1°  14 ‌Spilimbergo;46.112596;12.898840
OCPI-130-19XP22T3KK4AD00461;fast;Via degli Abeti - parcheggio Palazzetto dello ‌Spilimbergo;46.112902;12.885174
OCPI-130-19XP22T3KK4AD00492;fast;Via Campo Sportivo ‌Spilimbergo;46.112808;12.903353
NC-4611230112904105;slow;Via  Udine 44 ‌Spilimbergo;46.112301;12.904105
OCPI-130-19XP22T3KK4AS00031;fast;Piazzale Falcone e Borsellino ‌Spilimbergo;46.108321;12.904745
OCPI-130-19XM32T7CB3W000208;rapid;VIA UDINE 40 - PARCHEGGIO EUROSPAR ‌Spilimbergo;46.102119;12.905194
NC-4614882812965605;slow;Via Aonedis 78 ‌San Daniele Del Friuli;46.148828;12.965605
NC-4611620113001741;slow;Via Carnia ‌San Daniele Del Friuli;46.116201;13.001741
OCPI-191-27916;fast;VIA MONS. ROMERO, 59 ‌SAN DANIELE;46.140493;13.003590
NC-4614384313039441;slow;Loc Arcano Superiore 11/2 ‌Rive D'arcano;46.143843;13.039441
NC-4610317513093972;slow;Via Angelica Marcuzzi 2 ‌Fagagna;46.103175;13.093972
NC-4611286113085087;slow;Via Umberto I, 44 ‌Fagagna;46.112861;13.085087
WA-TESLA-24752;fast;Via delle Acacie ‌Fagagna;46.126342;13.069544
NC-4614494013092437;slow;P. zza I Maggio 12 ‌Caporiacco;46.144940;13.092437
OCPI-233-20XP22T3KK4AL00692;fast;Via Centa, 11 ‌MORUZZO;46.119487;13.123614
OCPI-233-20XP22T3KK4AL00783;fast;Parco dell'amicizia, 23 ‌MORUZZO;46.116899;13.162327
GASGAS-00008;fast,rapid;Via Ferrara, 1 ‌Tavagnacco;46.104892;13.199336
NC-4610107113214969;slow;Piazza Indipendenza ‌Feletto Umberto;46.101070;13.214969
743;fast;Nazionale ‌Tavagnacco;46.126831;13.223492
549;slow;Nazionale ‌Tavagnacco;46.128521;13.223662
NC-4611546713223165;slow;Via Andrea Palladio ‌Feletto Umberto;46.115080;13.223685
NC-4613545813223866;fast;Via Nazionale ‌Reana del Rojale;46.135458;13.223866
NC-4612671813224223;slow;Via Nazionale ‌Tavagnacco;46.126718;13.224223
4611192045095681613224552422761917-NC_1;fast;Via Perugia ‌Feletto Umberto;46.111919;13.224552
OCPI-129-35953f29-6d2a-458f-81f0-4131e19bcafc;fast;Via Nazionale, 90 ‌Reana del Rojale;46.125370;13.224670
Autronica01;fast;Via Enrico Fermi ‌Feletto Umberto;46.106995;13.224990
1100;slow,fast;Via Nazionale ‌Tavagnacco;46.122108;13.226808
EDS_TOY_0052;fast;Via Nazionale 75 ‌Tavagnacco;46.108639;13.228056
NC-4610701313229132;rapid;Via Nazionale ‌Cavalicco;46.107013;13.229132
OCPI-258-IT*911*E*IT*000238*0000001;rapid;Via Nazionale 12/ B ‌Tavagnacco UD;46.101700;13.230200
NC-4610138213230805;rapid;Via Nazionale ‌Feletto Umberto;46.101382;13.230805
OCPI-129-ac8c0080-a542-4457-9d1e-1184a678e0f2;fast;Via del Municipio, 18 ‌Reana del Rojale;46.149680;13.241780
NC-4611785413302343;slow,fast;Via Mander 21 ‌Povoletto;46.117855;13.302343
NC-4609054313405718;fast;Zona Industriale, 11 ‌San Pietro al Natisone;46.115584;13.481932
NC-4612367313558874;fast;Baiar ‌Stregna;46.123673;13.558874
WA-TESLA-43700;slow,rapid;Strada Statale 38 ‌Forcola;46.164535;9.677329
WA-TESLA-39395;fast;Largo Risorgimento ‌Ardenno;46.165105;9.676055
OCPI-129-6c55d1f9-0d5a-4618-8b7f-3c43c63bcf9e;fast;Via Roma, 1 ‌Buglio in Monte;46.183110;9.676470
OCPI-207-IT*REV*E820;fast;Via del Piano  20d ‌Castione Andevenno;46.162323;9.812567
OCPI-130-EVOS_thing4392;slow,fast;VIA DEL PIANO - EDIL BI ‌Castione Andevenno;46.163040;9.814670
OCPI-130-21XP22T3KKJAK00373;fast;VIA ALPIANO - Autotorino spa ‌Artigianale-commerciale;46.162840;9.817070
OCPI-444-406910;fast;30 Via Alpiano  ‌Castione Andevenno;46.162740;9.817974
OCPI-130-19XP22T3KK4AZ00599;fast;Viale Bruno Tirelli ‌Castione Andevenno;46.161969;9.827311
OCPI-128-22315c4f-2b79-473f-9e91-541353f4ad5b;slow,fast;Via Aldo Moro ‌Sondrio;46.165948;9.867496
OCPI-128-0f760980-70ea-443c-a6ce-1d05d6f370cd;slow,fast;Piazzale Merizzi ‌Sondrio;46.167712;9.867902
1279;slow;Via Alessi ‌Sondrio;46.171246;9.869338
WA-A2A-163;slow;Via Caimi ‌Sondrio;46.170147;9.869634
WA-TESLA-21934;fast;Via Caimi ‌Sondrio;46.170319;9.870081
OCPI-444-446324;rapid;12 Via Tonale  ‌Sondrio;46.165633;9.872677
OCPI-128-6199da2b-c427-4b6b-b054-a87ada838327;fast,rapid;Via Tonale ‌Sondrio;46.166013;9.873855
OCPI-129-00df09e3-ba28-4963-b1c9-e4688c3f5f14;fast;Via Samaden, 14 ‌Sondrio;46.163762;9.878301
OCPI-128-85254c80-3908-4119-a8b6-a7940a3cac63;slow,fast;Via S. Giovanni Bosco ‌Sondrio;46.172178;9.884480
OCPI-130-EVOS_thing4139;fast;Via Francia - Techauto ‌Sondrio;46.170093;9.890502
OCPI-129-ad29c36e-30c0-427b-9769-8483185ad27f;fast;Via Grumello, 10 ‌Montagna in Valtellina;46.171550;9.903340
NC-461753889917641;fast;Via Panoramica ‌Poggiridenti;46.175388;9.917641
NC-461651809989628;slow;Via Stelvio ‌Chiuro;46.165180;9.989628
OCPI-128-b2b610f9-d467-4c26-b2a2-3d4abe2bb91c;slow,fast;Piazza della Vittoria ‌Ponte in Valtellina;46.175280;9.980979
OCPI-207-IT*REV*E2228;fast;Via Nazionale  23 ‌Chiuro;46.163250;10.004461
OCPI-129-edb90123-f6cc-4d50-9281-01c44f43d84f;fast;Via del Piano, 1 ‌Castello dell'Acqua;46.154510;10.029870
NC-4615921410057641;slow;SS38 ‌San Giacomo;46.159214;10.057641
NC-4615899010036587;slow;Via Milano ‌Teglio;46.172513;10.068069
OCPI-172-32;fast;Via Roma 70 ‌Teglio (SO);46.170659;10.069854
OCPI-207-IT*REV*E821;fast;Via Nazionale  1220 ‌Villa di Tirano;46.199291;10.133782
NC-4618545910134707;fast;Via Giambonelli 16 ‌Stazzona;46.185459;10.134707
NC-4618533610134738;slow;Via Giambonelli ‌Stazzona;46.185336;10.134738
NC-4618542810135123;slow;Strada Provinciale 25 ‌Stazzona;46.185429;10.135123
OCPI-128-27b56f0d-507f-40d5-9323-05c5ab1a97b4;slow,fast;Via Valtellina ‌Aprica;46.153259;10.146187
OCPI-174-8734610a-b28a-4605-8c64-08f77335cce7;slow;Via Valtellina ‌Aprica (SO);46.153259;10.146187
OCPI-129-6eb05be9-572d-416f-9ece-31e1a2baed04;fast,rapid;Corso Roma, 138 ‌Aprica;46.153960;10.153230
OCPI-130-EVOS_thing4537;fast;Via Nazionale 21 ‌Edolo;46.173464;10.275759
OCPI-129-b35e67c4-16f9-4362-b39d-c0eecdac12da;fast;Via Gennaro Sora, 22a ‌Edolo;46.177330;10.327040
OCPI-130-19XP22T3KK4AD00186;fast;Via Gennaro Sora ‌Edolo;46.176479;10.330664
OCPI-128-08660a4b-e017-48f7-8c87-f357f6235919;fast;Via Treboschi ‌Edolo;46.172669;10.342036
WA-TESLA-38826;fast;Corso Trento ‌Pinzolo;46.156316;10.766207
OCPI-123-LOC1652;fast;Piazza Libertà ‌PINZOLO;46.159284;10.765966
OCPI-130-EVOS_thing4719;fast;Piazza San Giacomo ‌Pinzolo;46.159681;10.765877
OCPI-129-f51012c6-c4c3-4a67-b26a-c0f3509168e5;fast;Via L. Collini Borciol, 16 ‌Pinzolo;46.160350;10.766550
OCPI-130-19XP22T3KK1AL00316;fast;Via Nepomuceno Bolognini, Pinzolo TN, Italy ‌Pinzolo;46.163214;10.765252
NC-4616332410765586;fast;Via N. Bolognini ‌Pinzolo;46.163322;10.765586
NC-4616512810758656;slow;Via Roncac, 8 ‌Carisolo;46.165128;10.758656
WA-TESLA-52166;fast;via Alpe Di Grual 13 ‌Pinzolo;46.166365;10.766066
OCPI-130-19XP22T5HK1AL00109_19ggp2kv3ib;slow,fast;Via Verdi, 38080 Carisolo TN, Italy ‌Carisolo;46.166442;10.757507
WA-TESLA-24380;fast;Via Pradel ‌Andalo;46.165966;10.999887
OCPI-123-LOC8417;fast;Via Crosare 22 ‌ANDALO;46.166571;11.000376
NC-4616787911002043;fast;Via Priori 17 ‌38010 Andalo;46.167879;11.002043
WA-TESLA-30613;fast;Via Ponte Lambin ‌Andalo;46.164758;11.002642
NC-4616520511003677;fast;Piazza Centrale 2 ‌Andalo;46.165203;11.003677
NC-4616363011003998;slow;Piazzale Paganella 12 ‌Andalo;46.163630;11.003998
OCPI-123-LOC10897;fast;Piazzale Paganella ‌ANDALO;46.164019;11.004365
WA-TESLA-30539;fast;Viale Trento ‌Andalo;46.168973;11.005115
WA-TESLA-46821;fast;via Rindole undefined ‌Andalo;46.163474;11.005319
OCPI-123-LOC6543;fast;Via Croce 41 ‌CAVEDAGO;46.184017;11.028786
OCPI-123-LOC11120;fast;Zambana - Corso Milano ‌TERRE D'ADIGE;46.151624;11.099110
WA-TESLA-38823;fast;Via Ottorino Carletti ‌Fai della Paganella;46.175693;11.064174
NC-4617608811069248;slow;SP64 ‌Fai della Paganella;46.176088;11.069248
OCPI-123-LOC11769;fast;Via Al Belvedere ‌FAI DELLA PAGANELLA;46.178711;11.071871
OCPI-123-LOC8415;fast;Via Guglielmo Marconi 12 ‌FAI DELLA PAGANELLA;46.180398;11.071736
NC-4616491911112505;slow;Fraz. Nave San Felice 29 ‌Trento;46.164919;11.112505
WA-TESLA-37721;fast;Via Tonale ‌San Michele All'adige;46.198644;11.124636
OCPI-129-9a54b620-f166-4539-a29a-dbf5be132db9;fast,rapid;Via Brennero, 6 ‌San Michele all'Adige;46.187530;11.126990
OCPI-123-LOC1705;fast;Via Giuseppe Verdi 19 ‌BEDOLLO;46.162000;11.303889
OCPI-123-LOC6567;fast;Via Roma ‌CANAL SAN BOVO;46.156060;11.731776
OCPI-123-LOC6566;fast;Via Nazionale ‌IMER;46.151029;11.799227
OCPI-123-LOC10774;fast;Parcheggio Via Val Noana ‌MEZZANO;46.153078;11.806230
OCPI-123-LOC9460;fast;Via della Chiesa 32 ‌MEZZANO;46.153917;11.806440
OCPI-123-LOC6568;fast;Via Roma ‌MEZZANO;46.154789;11.806772
OCPI-123-LOC6587;fast,rapid;Via Dante ‌FIERA DI PRIMIERO;46.174236;11.828957
OCPI-123-LOC6585;fast;Via Angelo Guadagnini ‌FIERA DI PRIMIERO;46.175814;11.830281
OCPI-123-LOC6570;fast;Via Asilo ‌SIROR;46.188232;11.830338
WA-TESLA-24075;fast;Strada Statale 50 ‌Fiera di Primiero;46.177613;11.830805
OCPI-123-LOC10777;fast;Viale Montegrappa - Parcheggio Mirabello ‌FIERA DI PRIMIERO;46.178061;11.830846
OCPI-123-LOC6579;fast;Via Roma ‌TONADICO;46.178934;11.831489
OCPI-123-LOC6571;fast;Via Risorgimento ‌TRANSACQUA;46.175268;11.831853
WA-TESLA-25238;fast;Via Roma ‌Tonadico;46.178686;11.832529
OCPI-123-LOC6576;fast;Piazzetta Marzollo ‌TONADICO;46.182862;11.840573
OCPI-123-LOC11499;fast;Val Canali - Villa Welsperg ‌TONADICO;46.199400;11.867981
255;slow;Val Canali ‌Tonadico;46.199329;11.868253
NC-4611148311663832;slow,fast;loc. Dalaibi (vicino passo Cereda) ‌Primiero, Tonadico;46.188190;11.874461
NC-4619179611942216;fast;Via Prà di là ‌Sagron Mis;46.191795;11.942216
OCPI-123-LOC6564;fast;Via Parrocchia ‌SAGRON MIS;46.195161;11.943401
NC-4615058312226115;slow;Via Corba Masiera ‌Belluno;46.150583;12.226115
DW_000022;fast;Via Masi Simonetti, 26 ‌Belluno;46.160218;12.233626
4616076312239133-NC_1;slow;Via Tiziano Vecellio ‌Belluno;46.157831;12.235907
OCPI-238-IT*GCE*EDCECHDVAUP71;fast,rapid;Via Tiziano Vecellio, 91 ‌Belluno;46.165145;12.242776
OCPI-238-IT*GCE*EACINXW7SBV31;fast;Via Tiziano Vecellio, 91 ‌Belluno;46.166204;12.242989
NC-4616749812244574;fast;Via Girolamo Bortotti ‌Belluno;46.167498;12.244574
OCPI-129-9dea0f0f-52aa-40cc-b3dd-d0494f13396a;fast;Via Tonegutti Mariano, 6 ‌Belluno;46.170040;12.249390
OCPI-129-2280d715-d445-49c1-abaa-1f9d18a96617;fast;Viale Dolomiti, 44 ‌Ponte nelle Alpi;46.179670;12.280060
OCPI-130-19XP22T3KK4AZ00679;fast;Viale Dolomiti ‌Ponte Nelle Alpi;46.181628;12.276043
OCPI-129-3856172e-c685-4f72-8b7a-653248941b58;fast;Cadola ‌Ponte nelle Alpi;46.173620;12.300050
WA-TESLA-45118;fast;Via Dolada ‌Plois;46.173604;12.360034
NC-4618937212578046;slow;Vecchia Strada della Valcellina ‌Barcis;46.189372;12.578046
NC-4619043312562673;slow;Cortile Trento Trieste ‌Barcis;46.190433;12.562673
OCPI-129-78524e99-b743-4a3b-9248-afbb777f6412;fast;Via Stazione, 71 ‌Montereale Valcellina;46.152590;12.658340
OCPI-129-28dfd0e8-5a5c-487f-be76-e7db2f6aa868;fast;Via Cellina, 5 ‌Montereale Valcellina;46.160230;12.663350
OCPI-130-19XP22T3KK4AZ00688;fast;Via Marco Polo ‌Maniago;46.157409;12.703486
OCPI-130-19XP22T3KK4AZ00687;fast;VIA CASTELLO ‌Maniago;46.172471;12.706434
NC-4617093712707970;slow;Piazza Italia ‌Maniago;46.170937;12.707970
OCPI-130-19XP22T3KK4AZ00685;fast;Via Beato Odorico ‌Maniago;46.170027;12.710607
OCPI-129-df43af31-6a2c-47a7-b073-5c0f1f91ed83;fast;Via Venezia, 18 ‌Maniago;46.151516;12.717076
OCPI-129-06c83b4a-4265-4928-b0aa-0a21b8bfb960;fast;Via Circonvallazione Nuova, 3 ‌Fanna;46.182290;12.748680
OCPI-129-820dab3d-d853-4769-bb3f-98fda161a096;fast;Via Dante Alighieri, 19 ‌Cavasso Nuovo;46.195078;12.774085
OCPI-129-1dcbd039-7758-4c19-a0df-319d6eef42cf;fast;Via Odorico Odorico, 54 ‌Sequals;46.158510;12.824320
OCPI-129-50636085-16fa-4c53-b13e-23994aaa4fa2;fast;Via Roma, 12 ‌Sequals;46.165180;12.830190
NC-4617576912919108;slow;Via Generale Cantore 50/a ‌Pinzano Al Tagliamento;46.175769;12.919108
NC-4616965312925037;slow;Via Roma 4 ‌Valeriano;46.169653;12.925037
NC-4617867412960615;slow;Via 2 Giugno 19 loc Tabine ‌Ragogna;46.178674;12.960615
NC-4618839812994697;slow;Via Vittorio Veneto 5 ‌Muris di Ragogna;46.188398;12.994697
WA-TESLA-25959;fast;Via Gemona ‌San Daniele del Friuli;46.164557;13.007862
NC-4615999313009057;slow;Via Cesare Battisti 26 ‌San Daniele del Friuli;46.159993;13.009057
NC-4615999613010287;slow;Piazza Vittorio Emanuele ‌San Daniele del Friuli;46.159996;13.010287
NC-4615005413014991;fast;Via San Luca ‌San Daniele del Friuli;46.150038;13.014951
NC-4617331113026555;slow;via Carnia 66 ‌San Daniele del Friuli;46.173311;13.026555
OCPI-129-59e68893-06b0-4507-9a7c-715a312ca7cd;fast;Via D. Julia, 153 ‌Majano;46.197187;13.062560
OCPI-129-8e397e75-569a-422c-b8f1-f8434300437a;fast;Via Pietro Zorutti, 2 ‌Majano;46.185499;13.067636
NC-4615798713067857;slow;Via Fornace 19 ‌Rive D'arcano;46.157987;13.067857
NC-4618474013069000;slow;Via C. di Pers 2 ‌Majano;46.184740;13.069000
OCPI-129-1b333c9f-2054-495f-b80c-fd97d65316b9;fast;Via P. Zorutti, 14 ‌Majano;46.187087;13.069234
NC-4617562813092593;slow;Via C. di Pers ‌Majano;46.185352;13.071824
NC-4617680013108450;slow;Via San Cristoforo ‌Coloredo di Monte Albano Ud;46.176800;13.108450
