 idStation;speed;location;lat;lng
OCPI-129-f3f7bbb3-cd4b-4833-b586-73ad178ce264;fast;Piazza della Pilotta, 5 ‌Parma;44.804290;10.325850
OCPI-444-531347;fast;2 Via Giuseppe Verdi  ‌Parma;44.805940;10.327503
IT*IRE*ETDAN0001;fast;Via Dante ‌Parma;44.802857;10.327535
IT*IRE*PRBSVCL001;fast;Borgo San Vitale ‌Parma;44.801022;10.328768
IT*IRE*ETMACL0001;fast;Monte Altissimo ‌Parma;44.809586;10.329251
WA-TESLA-51729;fast;Astoria Executive Hotel Parma undefined ‌Parma;44.809140;10.330379
OCPI-129-72d20d7e-5ac2-4101-b54a-000c16295dcf;fast;Viale Mentana, 131 ‌Parma;44.807300;10.332040
OCPI-129-174d48f5-231b-456d-a3ef-421678be316a;fast;Via Rocco Bormioli, 33/A ‌Parma;44.819260;10.335880
OCPI-129-c3275ba0-6784-41eb-b7cf-5311dd49b933;fast;Via San Leonardo, 96 ‌Parma;44.823880;10.336330
OCPI-130-20XP22T5HK1AL00034;slow,fast;Via San Silva - Parcheggio Interspar ‌Parma;44.818300;10.335365
NC-4483318410336476;rapid;Via San Leonardo ‌Parma;44.833183;10.336476
OCPI-129-3afd3027-d329-46ba-8aa2-ebcd3b21c5e9;fast;Viale Antonio Fratti, 44B ‌Parma;44.805960;10.336490
OCPI-444-485060;fast;112 Via San Leonardo  ‌Parma;44.824943;10.336518
NC-4482866510336879;fast;Via San Leonardo 124 ‌Provincia di Parma;44.828665;10.336879
OCPI-444-493458;rapid;Viale delle Esposizioni  ‌Parma;44.837001;10.337747
OCPI-129-febba7c7-23fb-4c23-a613-96221cb9daaa;fast;Viale delle Esposizioni, 3 ‌Parma;44.836750;10.338060
NC-4481285710338304;slow;Via Venezia ‌Parma;44.812859;10.338304
OCPI-129-cf5829f7-b83c-453f-87e2-b6d7b008db71;fast,rapid;Via Rocco Bormioli, 33/A ‌Parma;44.819450;10.338340
OCPI-130-18XM32T77B3W000016;rapid;Via Venezia 40 - CONAD ‌Parma;44.812910;10.338675
NC-456888009608700;slow;Via San Leonardo 146/A ‌Parma PR;44.833015;10.338793
NC-4483518010343700;slow;Via Carrà 9 ‌Provincia di Parma;44.835180;10.343700
OCPI-129-3ff06a74-8775-48b1-b52d-8bf9399bbcbc;fast;Via Lazio, 158 ‌Parma;44.803180;10.345430
WA-TESLA-62209;rapid;Via Parigi 12 ‌Parma;44.800000;10.350000
OCPI-130-20XP22T3KK1AT00011;fast;Strada Naviglio Alto, 27 ‌Parma;44.816667;10.343600
OCPI-130-19XP22T3KK1AL00101;fast;Via Giuseppe Tartini ‌Parma;44.806776;10.347090
WA-TESLA-62209;rapid;Via Parigi 12 ‌Parma;44.800000;10.350000
NC-4484457810361374;fast;Via Enrico Forlanini, 52 ‌Parma;44.844578;10.361374
OCPI-130-20XM32T7KK4AR00023;rapid,fast;Largo Benito Jacovitti, 11/A, 43126 Parma PR, ‌Parma;44.830785;10.363931
OCPI-129-37307eba-3590-4f57-a2f6-627f9b8e7e82;fast;Via S. Morse ‌Parma;44.834690;10.368270
NC-4482359110375682;slow;Via Mantova 166 ‌Parma;44.823591;10.375682
OCPI-130-EVOS_thing2432;slow,fast;PIAZZA PALLINI ‌Brescello;44.846589;10.461952
OCPI-130-EVOS_thing2127;fast;Via Mattei 22 ‌Poviglio;44.840479;10.542645
OCPI-130-20XM32T7KK4AR00161;rapid;Via Romana - CONAD ‌Poviglio;44.841058;10.545398
NC-4484234510534857;fast;Via Parma ‌Poviglio;44.842346;10.534857
CIR_12047040260003;fast;Via San Biagio 56 ‌Castelnovo di Sotto;44.800147;10.569149
IES20201028470414;rapid;Via San Biagio 56 ‌Castelnovo di Sotto;44.800146;10.569257
OCPI-130-19XP22T5HK1AL00102;slow,fast;VIA DE ANTONIO DE CURTIS ‌San Giovanni;44.811022;10.698981
NC-4482904910708421;fast,rapid;Via Evariste Galois ‌Novellara;44.829049;10.708421
NC-4484421710720954;fast;Via della Costituzione 2 ‌Novellara;44.844217;10.720954
OCPI-130-19XP22T3KK1AL00280;fast;Via della Libertà ‌Novellara;44.844479;10.732328
OCPI-130-EVOS_thing2051;slow,fast;Viale Roma ‌Novellara;44.845501;10.723940
OCPI-130-EVOS_thing2526;slow,fast;Viale dello Sport 16 ‌Novellara;44.846770;10.737800
OCPI-129-e05bb1b3-48a6-43d7-8eaa-45974b4064c3;fast;Via Vettigano, 33 ‌Campagnola Emilia;44.834170;10.774920
OCPI-129-aded8bd3-b6e8-4995-82a0-9e811e960b89;fast;Via Anna Magnani, 1 ‌Campagnola Emilia;44.840580;10.764400
OCPI-129-793b9a8f-d5ee-408b-a0b1-9c90d6267a06;fast;Via Guastalla ‌Rio Saliceto;44.813650;10.812237
OCPI-130-EVOS_thing2238;fast;Via F. Brunelleschi - parcheggio pubblico ‌Carpi;44.800325;10.880628
140802612.00061;fast;Tangenziale 12 Luglio 1944 ‌Carpi;44.806212;10.891821
OCPI-130-EVOS_thing2050;slow,fast;Via Mar Jonio ‌Carpi;44.819817;10.888684
OCPI-130-EVOS_thing2472;slow,fast;TRAVERSA SAN LORENZO ‌Carpi;44.808001;10.909879
OCPI-130-19XP22T3KK4AS00070;fast;Via Giovanni Pascoli ‌Novi Di Modena;44.823557;10.949187
OCPI-130-19XP22T3KK4AS00078;fast;Via Curiel ‌Novi Di Modena;44.841214;10.948536
NC-4483683910953510;slow;Via Chiesa Sud 134 ‌Novi di Modena;44.836839;10.953510
OCPI-129-83d441be-1b08-45c5-b4f0-90db385d5ea8;fast;Via Sparato, 2 ‌Medolla;44.822706;11.043650
OCPI-271-GS672.M504;fast;Via E. Curiel, 1, 41032 Cavezzo MO ‌CAVEZZO;44.837943;11.029408
OCPI-129-831b5ebc-bbd3-4f49-9e47-4c40272bb3da;fast;Via Statale 12, 185 ‌Medolla;44.832980;11.052680
OCPI-130-19XP22T5HK4AZ00018;slow,fast;Via Monte Bianco - CONAD ‌Finale Emilia;44.847840;11.212590
OCPI-238-IT*GCE*EACINRQGTWQC1;fast,rapid;Via per Cento, 16A ‌Finale Emilia;44.823307;11.299762
OCPI-130-EVOS_thing2483;slow,fast;VIA BOLOGNA - FERRARA (UNIEURO) ‌Ferrara;44.812295;11.595613
OCPI-207-IT*REV*E517;fast;Via Andrea Franchi Bononi ‌Ferrara;44.818844;11.598374
448152986116310321-NC_1;slow;Via Aldo Ferraresi ‌Ferrara;44.822241;11.590192
OCPI-212-6db7562c-c1bd-4f00-9493-1c5f481885bb;slow,rapid;Via Eridano ‌Ferrara;44.848712;11.589702
NC-4485545611586093;slow;Via Eridano 2 ‌Ferrara;44.849399;11.590513
UNGIRO-00004;rapid;Via Annibale Zucchini ‌Ferrara;44.849868;11.588444
OCPI-130-EVOS_thing9881;slow,fast;Piazza J.F. Kennedy ‌Ferrara;44.831900;11.615700
NC-4483778211617501;;Via Girolamo Baruffaldi 14 ‌Ferrara;44.837782;11.617501
OCPI-130-21XP22T3KKJAL00011;fast;L.go Castello, 44121 Ferrara FE, Italy ‌Ferrara;44.838275;11.618861
OCPI-130-20XP22T3KK4AL01017;fast;Via S. Giacomo, 44122 Ferrara FE, Italy ‌Ferrara;44.839803;11.602010
NC-4449380011338700;slow,fast;Viale cavour, 55 ‌Ferrara;44.839992;11.615470
OCPI-130-21XP22T3KKJAL00620;fast;Via S. Giacomo, 15, 44122 Ferrara FE, Italy ‌Ferrara;44.841588;11.603843
OCPI-130-20XP22T5HK4AL00111;slow,fast;Corso Biagio Rossetti, 18, 44121 Ferrara FE,  ‌Ferrara;44.842527;11.620739
OCPI-130-EVOS_thing9954;slow,fast;Via Renzo Felisatti ‌Ferrara;44.844017;11.605291
NC-4484520111639604;fast;Via Copparo ‌Ferrara;44.845201;11.639604
NC-4484549711606838;slow;Viale Po ‌Ferrara;44.845497;11.606838
OCPI-130-EVOS_thing22316;slow,fast;Via del lavoro ‌Ferrara;44.842808;11.601800
OCPI-130-17EM32T77B3W000013;rapid;Via XVII Novembre - Automobile Club Ferrara ‌Ferrara;44.848960;11.600380
OCPI-129-89d4e8aa-2828-4ac9-93f3-788581a18d4a;fast;Piazza Italia, 32 ‌Tresignana;44.817600;11.896810
OCPI-130-EVOS_thing2052;slow,fast;Via Riviera Confaloni - Fiscaglia ‌Fiscaglia;44.810536;12.011909
OCPI-207-IT*REV*E676;fast;Via Pomposa Nord 24A ‌Codigoro;44.835524;12.124643
NC-4484622212463169;fast;Via del Mare 74 ‌Porto Tolle;44.846218;12.463169
NC-448802899624650;slow;Località Bicchignano 2 ‌Vigolzone - PC;44.880289;9.624650
NC-448943589601423;slow;Strada Provinciale 55 ‌Rivergaro;44.894258;9.601435
OCPI-130-20XP22T3KK1AL00729;fast;Strada Molinazzo ‌Alseno;44.887783;9.908502
NC-448870259987711;fast;Strada Statale 9 ‌Alseno;44.887031;9.987614
OCPI-130-EVOS_thing2188;fast;Via Nenni ‌Fidenza;44.852900;10.055300
OCPI-130-EVOS_thing2538;slow,fast;Via E. Porro ‌Fidenza;44.866536;10.055833
OCPI-130-EVOS_thing2102;fast;Via Caduti di Cefalonia ‌Fidenza;44.856251;10.059349
OCPI-130-EVOS_thing2532;slow,fast;VIALE DELLA VITTORIA - PIAZZA GIOBERTI ‌Fidenza;44.863456;10.059815
OCPI-130-EVOS_thing2535;slow,fast;Via Giuseppe Mazzini 30 ‌Fidenza;44.867500;10.061900
OCPI-130-EVOS_thing2187;fast;Via BENIGNO ZACCAGNINI ‌Fidenza;44.853669;10.062669
459;slow,fast;Via XXIV Maggio ‌Fidenza;44.860077;10.078069
NC-4486108010080066;fast;Viale Martiri della Libertà ‌Fidenza;44.861080;10.080066
OCPI-128-2b96efeb-0700-4b77-aade-772c40ce4965;fast,rapid;Via San Michele Campagna ‌Fidenza;44.884900;10.085927
NC-4488245710085985;slow;Strada Provinciale 12 ‌Fidenza;44.882457;10.085985
OCPI-129-b0e1e4eb-e637-4eb0-b0c4-deca9a783c75;fast;Via Rita Levi Montalcini, 280a ‌Fidenza;44.887200;10.086240
NC-4488257510086668;slow;Via San Michele Campagna ‌Fidenza;44.882575;10.086668
WA-TESLA-38130;fast;Via San Michele Campagna ‌Fidenza;44.882465;10.090328
OCPI-130-EVOS_thing2537;slow,fast;Via Palmiro Togliatti - parcheggio comunale ‌Fidenza;44.858800;10.064044
OCPI-130-EVOS_thing2577;slow,fast;Via Marconi ‌Fidenza;44.868220;10.064320
OCPI-130-18XP22T5LB4U000269_186dya4nj6r;slow,fast;VIA CORNINI MALPELI 1 ‌Fidenza;44.866581;10.065891
OCPI-130-EVOS_thing2578;slow,fast;Via Giavazzoli ‌Fidenza;44.859580;10.072710
OCPI-130-17EM32T77B3W000018;rapid;Via S. Michele Campagna, 10 - Fidenza Village ‌Fidenza;44.882334;10.090250
4488150210091231-NC_1;slow,fast;Via San Michele Campagna ‌Fidenza;44.883961;10.091802
NC-4487752910171318;slow;Via Renzo Polizzi ‌Fontanellato;44.877529;10.171318
OCPI-130-20XM32T8KK3AR00097;fast,rapid;Via Sandro Pertini, 1, 43012 Fontanellato PR, ‌Fontanellato;44.883674;10.163304
OCPI-130-20XP22T3KK4AZ00026;fast;VIALE VEZZONI ‌Fontanellato;44.883925;10.170741
OCPI-129-f62c746b-c86d-444d-8f71-076d36c0ab36;fast;Via di Vittorio, 41 ‌Torrile;44.886010;10.359950
NC-4486342210481189;slow;Via Strada della Cisa 52 ‌Lentigione;44.863422;10.481189
OCPI-129-3e0b5677-f8ed-4f53-a688-e4a2607eb525;fast;Via XXV Aprile, 52 ‌Fabbrico;44.870660;10.810580
OCPI-129-a8423eda-4bd7-4244-892c-faf3bde1083b;fast;Via dello Sport 1 ‌Fabbrico;44.871649;10.815220
OCPI-129-08e0b2e9-a7b2-44f2-9a94-41132b71b538;fast;Via Ferretti, 43 ‌Fabbrico;44.872620;10.802060
NC-4488427610892412;slow;Via Bologna ‌Novi di Modena;44.884277;10.892412
NC-4489008210859145;fast;Via Cesare Battisti ‌Rolo;44.890083;10.859145
OCPI-130-19XM32T7GB3W000021;rapid;Via Edmondo de Amicis ‌Novi Di Modena;44.893475;10.902209
OCPI-130-19XP22T3KK4AZ00792;fast;Pzz.le Matteotti Chiesa - Loc. S.Antonio di M ‌Novi Di Modena;44.865188;10.951229
INGE-6H0519291620;rapid;Via Antonio Gramsci ‌San Possidonio;44.892398;10.996202
EDS_KERA_0001;fast;Via Serafina ‌Mirandola;44.863342;11.048666
NC-4488096911077368;fast;Via Tazio Nuvolari ‌Mirandola;44.880969;11.077368
OCPI-126-SC0062.CB;fast;Via Antonio Fogazzaro, 8 ‌Mirandola;44.881522;11.063852
OCPI-129-38d7c66a-2d1f-4546-ad69-804a4d16b990;fast;Via Maestri del Lavoro, 10 ‌Mirandola;44.889634;11.076590
NC-4489428411061430;slow;Viale dell'Orto 2 ‌Mirandola;44.893109;11.061478
OCPI-130-EVOS_thing3114;slow,fast;VIA PASSARDI 23 - LOC. SCORTICHINO ‌Bondeno;44.877791;11.325949
OCPI-130-EVOS_thing3195;slow,fast;Via della Fornace 2 ‌Bondeno;44.881382;11.421276
OCPI-130-19XP22T3KK4AZ00781;fast;Via per Scortichino ‌Bondeno;44.885915;11.403977
OCPI-130-EVOS_thing2302;fast;VIA DE AMICIS 37 ‌Bondeno;44.885957;11.419126
NC-4486313811510906;slow;Via Mantova ‌Vigarano Pieve;44.863138;11.510906
OCPI-130-EVOS_thing2257;fast;Via Francesco Luigi Ferrari, 22 - Autocarrozz ‌Ferrara;44.854604;11.575064
NC-4486451611551613;slow;Via Giovanni Finati ‌Ferrara;44.864516;11.551613
OCPI-133-cdce3a30-4cc0-44cb-bf52-4867cba42002;rapid;A13 Bologna - Padova ‌Ferrara;44.879309;11.570733
OCPI-133-324a3dfc-b7ef-4995-bdbc-ee6c394561bf;rapid;A13 Bologna - Padova ‌Ferrara;44.880125;11.569063
EDS_TOY_0120;fast;Via Padova 277 ‌Ferrara;44.878194;11.605500
OCPI-129-08c200d8-7cc1-43c8-9187-97ff3696414a;fast;Via Eridania, 198 ‌Occhiobello;44.895992;11.604796
OCPI-129-24652445-a1fa-45f0-8e26-210bf35e14ea;fast;Piazza Palmiro Togliatti, 57 ‌Goro;44.854070;12.294950
NC-449151209600588;slow;Via Provinciale per Gossolengo ‌Rivergaro;44.915119;9.600588
Scame_100178728;fast;Strada Agazzana ‌Rivergaro;44.915119;9.600588
OCPI-129-b0116f49-fc7f-4ea4-9086-ed1e91c128d9;fast;Via Roma, 122 ‌Vigolzone;44.911800;9.669000
OCPI-129-8809639a-2f5d-48ec-babf-47e52adf38fd;fast;Strada del Cantone, 19 ‌Vigolzone;44.935152;9.676020
OCPI-130-19XP22T5HK4AD00292;slow,fast;Via Firenze - CONAD ‌San Giorgio Piacentino;44.943755;9.743112
DW-210264;fast;Via Friuli, 1 ‌Fiorenzuola d'Arda;44.937534;9.897261
OCPI-130-20XP22T3KK4AZ00092;fast;Via Albert Einstein, 1 - CONAD ‌Fiorenzuola D'arda;44.916212;9.905584
OCPI-130-EVOS_thing2177;fast;Via John Fitzgerald Kennedy ‌Fiorenzuola D'arda;44.924138;9.915212
OCPI-130-18DP22T3KK4U000008_4f8v00mo1s;fast;Via Gaetano Donizetti - angolo Via Puccini ‌Fiorenzuola D'arda;44.925086;9.908288
OCPI-130-21XP22T3KKJAK00706;fast;Largo Guglielmo Marconi 1A ‌Fiorenzuola D'arda;44.928964;9.916361
OCPI-172-24;slow;Via Matteotti ‌Fiorenzuola d'Arda (PC);44.930340;9.907970
OCPI-130-EVOS_thing2178;fast;Via Roma angolo Vicolo Brandacci ‌Fiorenzuola D'arda;44.930932;9.909168
OCPI-130-20XP22T3KK1AL00728;fast;Chiaravalle -ABAZIA DI CHIARAVALLE ‌Alseno;44.926659;9.972476
OCPI-130-20XM32T8KK3AR00104;fast,rapid;Strada Provinciale 10, San Secondo Parmense P ‌San Secondo Parmense;44.927845;10.227358
OCPI-129-d233b540-9fea-44cf-9e05-3859f34bd732;fast;Strada Provinciale 8, 8 ‌Sissa Trecasali;44.937250;10.270780
OCPI-130-EVOS_thing2547;slow,fast;Via Goleto, 12 ‌Boretto;44.901505;10.547661
OCPI-130-EVOS_thing2279;fast;Piazza Volontari del PO ‌Brescello;44.903005;10.514669
OCPI-130-EVOS_thing33545;fast;VIALE UMBERTO 1 ‌Boretto;44.905276;10.555426
OCPI-130-EVOS_thing2573;slow,fast;Piazza IV Novembre ‌Gualtieri;44.905651;10.631146
OCPI-130-20XP22T5HK1AL00190;slow,fast;CONAD - Via 11 Settembre, 42016 Guastalla RE, ‌Guastalla;44.910730;10.650517
OCPI-130-EVOS_thing2133;fast;Via Salvador Allende 4 ‌Guastalla;44.918000;10.666000
OCPI-130-EVOS_thing2612;slow,fast;Via Cavour ‌Guastalla;44.918935;10.653892
OCPI-130-EVOS_thing3188;slow,fast;Via G. Castagnoli - Parcheggio ‌Guastalla;44.921452;10.661350
OCPI-130-EVOS_thing2536;slow,fast;Via Ugo Foscolo 3 ‌Guastalla;44.924349;10.653204
OCPI-271-AXP2107H005;fast;Via Lido Po 2 ‌GUASTALLA;44.925356;10.654623
NC-4490917010838744;fast;Viale Marco Polo ‌Zona Ranaro;44.909170;10.838744
OCPI-130-EVOS_thing2046;slow,fast;Piazza Artioli Lidio ‌Reggiolo;44.914800;10.818800
OCPI-130-21BZ1521B_18846dkokds;rapid;WR89+4JQ Reggiolo, Province of Reggio Emilia, ‌Reggiolo;44.915343;10.819120
NC-4491619310844340;slow;Via Moglia ‌Reggiolo;44.916193;10.844340
NC-4491852210817377;slow;Viale Gustav Mahler n.29 ‌Reggiolo RE;44.918522;10.817377
NC-4490920810980510;fast;Via Borgo ‌Concordia Sulla Secchia;44.909206;10.980510
OCPI-129-3d4bf95e-bb11-4d79-8a0b-1a037e95f963;fast;Via Aldo Moro, 2A ‌Gaiba;44.947510;11.478580
OCPI-129-251f9eb8-291a-4797-a1dc-7c6ef4372d5a;fast;Via A. Gramsci, 75 ‌Stienta;44.937270;11.547230
OCPI-130-EVOS_thing4439;slow,fast;Via Eridania 1291- LABOR SNC ‌Stienta;44.938871;11.548883
OCPI-129-82753109-38d5-488a-8935-2dcedb922d80;fast;Via Eridania, 103 ‌Occhiobello;44.917343;11.596508
WA-TESLA-25160;slow,rapid;Via Eridania ‌Santa Maria Maddalena;44.918787;11.594051
NC-4490453511605880;slow;Via Enrico De Nicola ‌Santa Maria Maddalena;44.904533;11.605880
OCPI-129-5d78185a-b733-4753-8264-09053b54b20a;fast;Via Carlo Alberto dalla Chiesa, 94 ‌Canaro;44.935200;11.678320
OCPI-129-e84615a6-7c19-4776-92d0-7ce915cd5d41;fast;Via G. Mazzini, 11/A ‌Ariano nel Polesine;44.946802;12.121981
OCPI-129-29da637f-cfdf-47fa-a3c6-620ecd3d5952;fast;Via Biverare, 5 ‌Mesola;44.922625;12.231617
NC-4493257112331755;slow;Viale Giuseppe Di Vittorio ‌Ca' Tiepolo;44.932571;12.331755
OCPI-129-210e1030-6e03-4d2f-8709-a7841eb56a29;fast;Piazza I Maggio, 8 ‌Porto Tolle;44.932630;12.331650
OCPI-129-fe2b52b7-ad16-438b-a4df-7598886a5211;fast;Via Giancarlo Giolo, 32 ‌Porto Tolle;44.948850;12.334280
OCPI-130-19XP22T3KK4AZ00531;fast;Piazza Borsellino ‌Pontenure;44.997619;9.787764
OCPI-130-19XM32T7GB3W000018;rapid;Via Bersani Wladimiro ‌Pontenure;44.997639;9.793079
OCPI-130-EVOS_thing2839;fast;VIA EMILIA - VIA SAN FRANCESCO D'ASSISI ‌Cadeo;44.974616;9.831075
OCPI-130-EVOS_thing2838;fast;Via 11 Settembre, Loc. Fontana Fredda ‌Cadeo;44.954857;9.865845
OCPI-130-EVOS_thing2835;fast;Via Emilia 149 ‌Cadeo;44.963604;9.855010
OCPI-130-EVOS_thing2837;fast;Via Emilia 187, Loc. Roveleto ‌Cadeo;44.965237;9.852258
OCPI-130-EVOS_thing2491;slow,fast;Via del Ponte Loc. Saliceto ‌Cadeo;44.993286;9.863276
OCPI-133-66d5d53f-fc6c-4506-aeb5-eba9098be15a;rapid,fast;A1 - Autostrada del Sole ‌Fiorenzuola d'Arda;44.962650;9.904350
NC-449857429966073;fast;Strada Provinciale 26 ‌Besenzone;44.985741;9.966073
OCPI-130-EVOS_thing2527;slow,fast;Via Sant'Omobono 1 - incrocio Via San Luigi ‌Besenzone;44.985913;9.952752
OCPI-130-19XP22T3KK1AL00189;fast;Via Emanuele Muzio ‌Busseto;44.979561;10.040215
OCPI-130-19XP22T3KK4AZ00927;fast;Via Gaetano Donizetti ‌Busseto;44.980175;10.044521
OCPI-130-20XP22T5HK1AL00035;slow,fast;Piazza IV Novembre 4 ‌Busseto;44.981155;10.043519
OCPI-130-EVOS_thing3193;slow,fast;S.P. 26 - Frazione Bersano Via Crocile ‌Besenzone;44.981988;10.014452
OCPI-129-68480728-b50a-4845-b0ee-b744d9d571a4;fast;Viale della Costituzione, 6 ‌Sissa Trecasali;44.963450;10.260750
NC-4499482610412428;slow;Strada Baslenga ‌Casalmaggiore;44.994826;10.412428
OCPI-130-EVOS_thing4600;fast;VIALE DELLA REPUBBLICA - U2 SUPERMERCATO ‌Casalmaggiore;44.996457;10.416895
NC-4497002410574745;slow;Via Vangolo 11 ‌Viadana;44.970024;10.574745
OCPI-130-21XP22T5HK4AM00001;slow,fast;Piazza B. Nodolini ‌Luzzara;44.959927;10.685500
OCPI-130-EVOS_thing4595;fast;VIA MADRE TERESA DI CALCUTTA , 2 - U2 SUPERME ‌Suzzara;44.985423;10.749737
OCPI-128-62c91dfe-ad3e-11e9-b19a-020100016614;fast;Via Giovanni Marangoni ‌Suzzara;44.989620;10.746053
OCPI-130-21BZ1473B_189i7is8kso;rapid;Via Madre Teresa di Calcutta, 46023 Gonzaga M ‌Gonzaga;44.954550;10.828104
OCPI-130-20XP22T3KK1AL00766;fast;Via San Francesco D'Assisi, 21 - Moretti Brun ‌Pegognaga;44.988227;10.843015
OCPI-129-4569d8d3-c096-47ea-aee3-601ca10cbdaf;fast;Via Piero Gobetti, 20 ‌Pegognaga;44.993050;10.869790
OCPI-129-c0b8ac68-dba2-4581-97c4-4d843de9ed66;fast;Strada Provinciale 52, 23a ‌Pegognaga;44.996660;10.857450
OCPI-129-d2fc1d02-0ffa-4791-826a-219547ae1c2c;fast;Via dello Sport, 5 ‌San Giacomo delle Segnate;44.972901;11.038112
OCPI-128-17bc8a8d-ac68-11e9-b19a-020100016614;fast;Piazza del Comune ‌San Giovanni del Dosso;44.965744;11.079484
OCPI-129-58607fa3-03cd-449c-b556-f02dd6644b6d;fast;Via Donatori di Sangue, 13 ‌Schivenoglia;44.993739;11.071720
OCPI-128-17bc8af6-ac68-11e9-b19a-020100016614;fast;Via Giuseppe Mazzini ‌Poggio Rusco;44.975705;11.119174
OCPI-128-17bc88a4-ac68-11e9-b19a-020100016614;fast;Via Oreste Arvati (fraz. Villa Poma) ‌Borgo Mantovano;44.997423;11.114491
OCPI-129-f7a59c6e-1b7e-41bf-ba6e-53ac6c0c4a1a;fast;Via Roma Nord, 6 ‌Borgo Mantovano;44.998670;11.113670
OCPI-128-17bc899c-ac68-11e9-b19a-020100016614;fast;Piazza Municipio (Fraz. Felonica) ‌Sermide e Felonica;44.982433;11.352346
OCPI-129-e6ff96f0-d98f-4869-811d-e959a8d35d2b;fast;Piazza IV Novembre, 6 ‌Calto;44.991740;11.356450
OCPI-129-17818260-e052-4eb1-b0cd-2d53dc4975c0;fast;Circonvallazione Giglioli, 114 ‌Ficarolo;44.955560;11.436680
OCPI-207-IT*REV*E2087;fast;Via D. Alighieri  149 ‌Salara;44.973881;11.420847
OCPI-129-8eb836f8-8146-4a54-bb72-32634396f419;fast;Via Roma, 133 ‌Salara;44.983850;11.425490
OCPI-129-e8b7e9fe-cf98-446e-b18a-c9673f988e8e;fast;Piazza Caduti della Repubblica, 7 ‌Fiesso Umbertiano;44.960850;11.605410
OCPI-129-1061acf8-f10d-4a3f-a7ff-919c8a1c6393;fast;Via Giacomo Matteotti, 41 ‌Pincara;44.991800;11.610930
OCPI-129-300d356c-8468-45a4-8d70-cc5a37de94b1;fast;Piazza del Popolo, 56 ‌Frassinelle Polesine;44.997000;11.697500
NC-4497903111795560;slow;Via Novi 140 ‌Guarda Veneta;44.979031;11.795560
OCPI-129-966768ee-9687-4645-92b8-94b9a4003d95;fast;Via Roma, 33 ‌Guarda Veneta;44.982060;11.802670
OCPI-129-50e702ea-8e60-4631-ad98-35a7bc92bf9c;fast;Piazza Fetonte, 10 ‌Crespino;44.982680;11.886140
OCPI-129-67bada17-e5bf-4d9f-81af-6368a42601ca;fast;Via Della Libertà, 1 ‌Villanova Marchesana;44.991590;11.954980
OCPI-129-c881e8f0-6b77-4c01-98d3-23db70c16f8d;fast;Via A. Gramsci, 1 ‌Papozze;44.987643;12.030253
OCPI-129-80d9899f-39f3-455a-b433-12b50eef8f6d;fast;Piazza Ciceruacchio, 9 ‌Porto Tolle;44.952570;12.334600
OCPI-129-a1d675a4-ca56-4e78-a6ab-6a48a1e64a3a;fast;Via Morigi, 17 ‌Gossolengo;45.001390;9.626460
EDS_TOY_0060;fast;Strada Val Nure, 18/D ‌Piacenza;45.027972;9.687222
WA-TESLA-26373;fast;Strada Val Nure ‌Piacenza;45.028284;9.686422
OCPI-129-2fa1050f-598b-4b2f-95c3-c0e3babfc270;fast;Via Corrado Visconti, 1 ‌Piacenza;45.028300;9.694190
OCPI-130-21BZ1564B_4fm26fqfpz;rapid;Str. Bobbiese, 29122 Piacenza PC, Italy Leroy ‌Piacenza;45.028522;9.685015
OCPI-129-75a8dee3-c841-404e-8acb-91f68804c728;fast;Via Egidio Gorra, 42 ‌Piacenza;45.029330;9.691600
OCPI-129-75de8b25-6d8b-4da9-806e-4486bec27645;fast;Via Carlo Fioruzzi, 3b ‌Piacenza;45.034200;9.663070
OCPI-129-d7a3a947-dc27-499a-af16-e45139af19c5;fast,rapid;Via Rodolfo Boselli, 84 ‌Piacenza;45.035210;9.697520
OCPI-130-18XM32T77B3W000006;rapid;Via Grazia Deledda, 14 - CONAD ‌Piacenza;45.036061;9.672219
OCPI-129-163142e7-4e0c-44b7-acbb-46f190f7b5ed;fast,rapid;Strada Gragnana, 17 ‌Piacenza;45.044590;9.661770
OCPI-129-f121f9fe-be44-48de-a8c4-e23d78feaa2e;fast;Viale Pubblico Passeggio, 12 ‌Piacenza;45.046260;9.688040
OCPI-129-e2de85c6-45cc-42a0-afda-69474bb03175;fast;Via San Siro, 60 ‌Piacenza;45.048680;9.692840
OCPI-219-2c6c2b87-3b0d-4e09-9f63-62a095fa960b;rapid;Via Emilia Parmense, 151 ‌Piacenza;45.027172;9.734918
OCPI-129-febccce8-9489-4a4b-a048-ee8390f1fdf9;fast,rapid;Via Emilia Parmense, 129 ‌Piacenza;45.031900;9.733820
NC-450327769732487;slow;Via Emilia Parmense ‌Piacenza;45.032776;9.732487
NC-450338879712598;slow;Strada Farnesiana ‌Piacenza (PC);45.033886;9.712598
OCPI-129-ce5dc622-ba7b-4629-b71a-8ea8bf6ebca0;fast;Via Emilia Parmense, 24 ‌Piacenza;45.038840;9.720300
OCPI-129-4014a55e-c7c4-4155-9227-e0e8d680b237;fast;Via Caduti sul Lavoro, 12 ‌Piacenza;45.038850;9.713970
NC-450436379726421;fast;Via Bertolini 25 ‌Piacenza;45.043637;9.726421
OCPI-130-EVOS_thing9976;slow,fast;Via Calciati, 9 ‌Piacenza;45.043962;9.703760
OCPI-130-EVOS_thing9515;fast;Via Bertolini - F.lli Varani ‌Piacenza;45.044396;9.723184
