"idStation","speed","location","lat","lng","Sigla","Provincia"
"1376602.00694","fast","Via Giorgio Corbetta ‌Vicenza","45.54782","11.576176","VI","vicenza"
"OCPI-130-18XM32T7CB3W000167","rapid","Via Ludovico Lazzaro Zamenhof 82 ‌Vicenza","45.529553","11.587385","VI","vicenza"
"NC-4553209511593429","slow","Strada Padana verso Padova ‌Vicenza","45.530817","11.593461","VI","vicenza"
"1376602.00752","fast","Via degli Alpini ‌Torri di Quartesolo","45.526849","11.605752","VI","vicenza"
"EDS_TOY_0078","fast","Via degli Avieri 9 ‌Torri di Quartesolo","45.524583","11.610083","VI","vicenza"
"GES-CC-002645013D74","fast","Via Brescia ‌Torri di Quartesolo","45.508604","11.625848","VI","vicenza"
"WA-TESLA-34764","slow,rapid","via Brescia 51 ‌Torri di Quartesolo","45.50845","11.626019","VI","vicenza"
"NC-4550768111631288","slow","Via Vedelleria ‌Torri di Quartesolo","45.507683","11.631288","VI","vicenza"
"OCPI-129-29dfcfc2-b312-4236-b9d2-788b8c9b01e8","fast","Via Nazionale, 8 ‌Grumolo delle Abbadesse","45.50248","11.64002","VI","vicenza"
"OCPI-129-f636fd6f-e4bb-4420-996f-c5eff9ae4c1d","fast","Via Negrin, 7 ‌Camisano Vicentino","45.51654","11.69278","VI","vicenza"
"OCPI-129-3030a0c2-72cf-4b7d-b2a4-f5c4528d582f","fast","Via Stadio, 11 ‌Camisano Vicentino","45.52064","11.70946","VI","vicenza"
"OCPI-129-e4b72623-c0aa-477d-b2a8-3c4ea867ebc1","fast","Via Vittorio Veneto, 18 ‌Camisano Vicentino","45.52373","11.71535","VI","vicenza"
"OCPI-130-EVOS_thing5228","fast","VIA DEI CONTARINI ‌Piazzola Sul Brenta","45.541929","11.785995","PD","padova"
"NC-4551624711806936","rapid","Via G. Marconi ‌Piazzola sul Brenta","45.516247","11.806936","PD","padova"
"NC-4552385111843538","fast","Via Sant'Andrea 10 ‌Curtarolo (PD)","45.523851","11.843538","PD","padova"
"OCPI-129-89115c11-d9ce-4ef5-b6ff-46afc2f7a7a6","fast","Via de Toni, 22 ‌Campodarsego","45.50443","11.90269","PD","padova"
"NC-4553621611936950","slow","Via Desman ‌Borgoricco","45.536216","11.93695","PD","padova"
"NC-4553579611938327","fast","Via Desman ‌Borgoricco","45.535747","11.938303","PD","padova"
"OCPI-129-a5c9c5db-8e40-4d8f-92e9-134cbce548e1","fast","Via Domenico Fanton, 18 ‌Borgoricco","45.53853","11.9395","PD","padova"
"NC-4553472611969270","slow","Viale Europa ‌Borgoricco","45.534726","11.96927","PD","padova"
"NC-4553497811969555","slow","Viale Europa ‌Borgoricco","45.534978","11.969555","PD","padova"
"OCPI-129-8a0e1b54-a1d3-4045-8d13-0b485c10a058","fast","Corso Italia, 9 ‌Borgoricco","45.53255","11.96961","PD","padova"
"OCPI-129-aa0353ed-f5b3-4b5c-ab07-c2d792218aa2","fast","Corso Italia, 38 ‌Borgoricco","45.5323","11.97455","PD","padova"
"OCPI-129-7d63acde-ed07-4672-817b-98f8c9e60556","fast","Via della Pieve, 94A ‌Borgoricco","45.53093","11.9932","PD","padova"
"NC-4553082511993396","slow","Piazza Beata Suor Elisabetta Vendramini ‌Borgoricco","45.530825","11.993396","PD","padova"
"NC-4551084312015484","slow","Via delle Industrie ‌Santa Maria di Sala","45.510843","12.015484","VE","venezia"
"OCPI-130-19XP22T3KK1AL00270","fast","Via Olimpia ‌Santa Maria Di Sala","45.50747","12.0363","VE","venezia"
"OCPI-130-20XP22T5HK4AZ00011","slow,fast","Via Fracasso ‌Santa Maria Di Sala","45.525952","12.043557","VE","venezia"
"OCPI-130-EVOS_thing4276","fast","Via Briana Centro ‌Noale","45.533022","12.048056","VE","venezia"
"OCPI-129-3a52fb85-f462-4c3d-a0dc-2a756a18ee7b","fast","Via XXIV Maggio, 1 ‌Salzano","45.52619","12.08685","VE","venezia"
"NC-4550525612145711","fast","Via della Costituzione ‌Spinea","45.505256","12.145711","VE","venezia"
"NC-4551408612149892","fast","Via della Costituzione, 151 ‌Spinea (Ve)","45.514088","12.149892","VE","venezia"
"OCPI-130-20XP22T3KK1AL00164_18ti2ikkcid","fast","Via Papa Luciani ‌Martellago","45.518663","12.177749","VE","venezia"
"OCPI-130-20XP22T3KK4AL00901","fast","Via Damiano Chiesa, 9B ‌Martellago","45.517208","12.179785","VE","venezia"
"NC-4553435312244749","fast","Via Marocchesa ‌Mogliano Veneto","45.534353","12.244749","TV","treviso"
"OCPI-130-EVOS_thing4852","fast","LARGO ROTONDA GARIBALDI - MESTRE ‌Venezia","45.502773","12.248669","VE","venezia"
"OCPI-130-18XM32T77B3W000065","rapid","Via Enrico Mattei - Q8 ‌Marcon","45.548189","12.304629","VE","venezia"
"NC-4550582212626745","fast","Via Roma Destra ‌Jesolo","45.505822","12.626745","VE","venezia"
"OCPI-129-2cf96263-4979-4836-9d78-07ec9214dff1","fast","Via Domenico Modugno, 71 ‌Jesolo","45.506368","12.631994","VE","venezia"
"OCPI-129-e6e85d73-4ac3-4d20-b2b7-9364809cbf65","fast","Via XIII Martiri, 18 ‌Jesolo","45.503094","12.63273","VE","venezia"
"WA-TESLA-42742","fast","Via Roma Sinistra ‌Jesolo","45.543347","12.65073","VE","venezia"
"NC-4553252812723673","slow","Viale Oriente 148 ‌Jesolo","45.532528","12.723673","VE","venezia"
"NC-4554625212763125","fast","Via della Pineta,32 ‌Eraclea","45.546253","12.763125","VE","venezia"
"OCPI-129-70c7753b-071a-4928-85ba-e34916e1e204","fast","Via Cabina, 6 ‌Ciserano","45.58458","9.60101","BG","bergamo"
"NC-455746319615290","rapid","Via della Vecchia Fornace ‌Arcene","45.574631","9.61529","BG","bergamo"
"NC-455901649617026","fast,rapid","Via Francesca ‌Verdellino","45.590092","9.617043","BG","bergamo"
"OCPI-129-cd1251af-12df-4924-ab85-18ae683b13c5","fast","Via Giorgio La Pira, 45 ‌Arcene","45.57594","9.62141","BG","bergamo"
"NC-455542529624799","slow","Via Don Giovanni Bosco ‌Castel Rozzone","45.553535","9.624751","BG","bergamo"
"NC-455680599638997","fast","Via San Lino ‌Lurano","45.568059","9.638997","BG","bergamo"
"OCPI-129-201cfeef-544c-447b-b134-57de40421e16","fast","Via Campo Romano, 30 ‌Spirano","45.59377","9.66204","BG","bergamo"
"OCPI-129-f59cf4f6-7b9f-4426-b55e-47cb827fb856","fast","Via Sant'Antonio, 18 ‌Spirano","45.58052","9.6646","BG","bergamo"
"NC-455770519669269","slow","Via G. Matteotti ‌Spirano","45.577049","9.669269","BG","bergamo"
"OCPI-129-04b786b4-4a8b-430d-b5f6-ab40f69a24bb","fast,rapid","Via Bergamo, 4 ‌Cologno al Serio","45.581381","9.705713","BG","bergamo"
"OCPI-172-44","fast","Viale Padania ‌Cologno al Serio (BG)","45.567425","9.706443","BG","bergamo"
"OCPI-130-20XP22T3KK4AL00763","fast","Piazza Agliardi ‌Cologno Al Serio","45.579216","9.707357","BG","bergamo"
"OCPI-129-8488b3c6-9773-498b-9df7-9b03b86d5d0d","fast","Via Circonvallazione, 43 ‌Cologno al Serio","45.576976","9.707694","BG","bergamo"
"OCPI-129-268a24a2-7332-4023-9c4a-13f237f7b13a","fast","Via Circonvallazione, 26 ‌Cologno al Serio","45.57878","9.71082","BG","bergamo"
"OCPI-129-a3e94aca-b3d7-493b-8ed3-5d7de719d858","fast","Via delle Galose, 38 ‌Cologno al Serio","45.587182","9.713932","BG","bergamo"
"OCPI-172-30","fast","Via Tadino ‌Martinengo (BG)","45.570371","9.767953","BG","bergamo"
"OCPI-129-19ba919b-ed69-4444-bdeb-92f6d99985f1","fast","Via Dante Alighieri, 4 ‌Martinengo","45.57293","9.76951","BG","bergamo"
"OCPI-129-f8b10efa-8f18-4d29-b72d-b85c6b004dcc","fast","Via Luoghi, 27 ‌Martinengo","45.56925","9.77385","BG","bergamo"
"OCPI-129-1501b4fa-410c-4658-a0cf-448a54f3ff06","fast","Viale Papa Giovanni XXIII, 183 ‌Palosco","45.59752","9.83102","BG","bergamo"
"NC-455695859855709","slow","Via Alexander Fleming ‌Pontoglio","45.569585","9.855709","BS","brescia"
"NC-455792439859670","rapid","Via Palazzolo ‌Pontoglio","45.579243","9.85967","BS","brescia"
"OCPI-129-5f9eb9c0-89cf-4555-b372-71eea8704a5e","fast","Via XX Settembre, 15 ‌Palazzolo sull'Oglio","45.599147","9.884318","BS","brescia"
"NC-455618639943834","slow","Via Ingussano ‌Coccaglio","45.561863","9.943834","BS","brescia"
"OCPI-130-20XP22T3KK4AL00635","fast","Via Don Luigi Sturzo ‌Erbusco","45.599175","9.968908","BS","brescia"
"OCPI-129-f2a40766-2b99-483d-a026-046b4fa118f6","fast","Via Antonio Gramsci, 1A ‌Coccaglio","45.558982","9.971024","BS","brescia"
"OCPI-129-e744ac9a-0793-4d1a-8e07-82d85a4bdde9","fast","Vicolo della Pace, 9 ‌Erbusco","45.59867","9.97235","BS","brescia"
"OCPI-129-6f92d476-a701-47e5-8e91-339941ac98bd","fast","Viale Giacomo Matteotti, 9 ‌Coccaglio","45.561882","9.978041","BS","brescia"
"NC-455619959984751","slow","Via Vittorio Emanuele II ‌Coccaglio","45.561996","9.984751","BS","brescia"
"OCPI-130-20XP22T3KK4AL00741","fast","Via Crocefisso ‌Erbusco","45.58728","9.989896","BS","brescia"
"OCPI-129-7e70f029-2e7d-432e-90f6-c835f72ee77a","fast,rapid","Via Rovato, 16 ‌Erbusco","45.58386","9.99355","BS","brescia"
"ALFAZERO_SN1800341","fast","Via Lamarmora ‌Rovato","45.568081","9.99685","BS","brescia"
"ALFAZERO_SN1800077","fast","Piazza Garibaldi ‌Rovato","45.56921","9.998176","BS","brescia"
"OCPI-129-1e3dadd0-d568-4b6b-b00e-7f6677968343","fast","Via Rovato, 44 ‌Erbusco","45.5807","9.99966","BS","brescia"
"WA-TESLA-26050","fast","Via Iseo ‌Erbusco","45.59484","10.001368","BS","brescia"
"OCPI-130-EVOS_thing16426","fast","Via XXV Aprile ‌Rovato","45.560577","10.002705","BS","brescia"
"NC-4558068610005392","fast","Via  dell' industria. ‌Erbusco","45.580686","10.005392","BS","brescia"
"CIR_11948057500003","fast,rapid","Via del Commercio  ‌Rovato","45.578394","10.009855","BS","brescia"
"NC-4556877010032190","fast","Via Bonfadina 61 ‌Cazzago San Martino BS","45.568771","10.03219","BS","brescia"
"NC-4554843810075758","slow","Via Bonfadina ‌Cazzago San Martino","45.565335","10.036695","BS","brescia"
"OCPI-130-19XP22T3KK4AD00422","fast","VIA GHIDONI ‌Ospitaletto","45.556361","10.065639","BS","brescia"
"GES-DW-000011","fast","Via Vallosa ‌Passirano","45.567971","10.068409","BS","brescia"
"OCPI-130-EVOS_thing4712","fast","Via Sant'Antonio ‌Ospitaletto","45.553861","10.070306","BS","brescia"
"OCPI-130-19XP22T5HK4AD00270","slow,fast","Piazza Aldo Moro ‌Ospitaletto","45.556049","10.073814","MI","milano"
"OCPI-130-20XM32T7KK3AR00058","rapid","Via Padana Superiore ‌Ospitaletto","45.555246","10.089174","BS","brescia"
"OCPI-238-IT*GCE*EACINSL9F33B1","fast,rapid","Via I° Maggio Traversa 3, 34 ‌Ospitaletto","45.553704","10.0898","MI","milano"
"NC-4555473810109928","rapid","Via Paolo VI ‌Castegnato","45.554617","10.109937","BS","brescia"
"OCPI-129-9ee8c7fe-3b19-4f06-b0e4-71011da9cd8e","fast","Via Padana Superiore, 54 ‌Castegnato","45.552503","10.113518","BS","brescia"
"NC-4555253210114530","slow","Via Padana Superiore ‌Castegnato","45.552532","10.11453","BS","brescia"
"NC-4558337110146640","slow","Via Staffoli ‌Gussago","45.583371","10.14664","BS","brescia"
"NC-4559202310154400","rapid","Via Giancarlo Peracchia 13 ‌Gussago","45.592023","10.1544","BS","brescia"
"NC-4558194710158566","rapid","Viale Italia 5 ‌Gussago","45.581947","10.158566","BS","brescia"
"NC-4558339210162362","slow","Via A. Gramsci 60 ‌Gussago","45.583392","10.162362","BS","brescia"
"NC-4556944610176306","slow","Via Donatori di Sangue 28 ‌Cellatica","45.569446","10.176306","BS","brescia"
"NC-4558418010179541","rapid","Viale Risorgimento 2 ‌Cellatica","45.58418","10.179541","BS","brescia"
"NC-4555616410195371","fast","Via Chiusure 230 ‌Brescia","45.555965","10.195036","BS","brescia"
"ALFAZERO_SN1800600","fast","Via Salvo d'Acquisto ‌Brescia","45.552902","10.217057","BS","brescia"
"NC-4558460410219438","rapid","Piazzale Resistenza ‌Collebeato","45.584867","10.218868","BS","brescia"
"NC-4555127910221548","fast","Via dei Bagni ‌Brescia","45.552241","10.221409","BS","brescia"
"NC-4558822610225761","rapid","Via Europa ‌Concesio","45.588226","10.225761","BS","brescia"
"NC-4556633010227621","rapid","Via Triumplina ‌Brescia","45.56633","10.227621","BS","brescia"
"OCPI-128-5a5e8587-ff4c-4ab6-a674-8a038078b638","fast,rapid","Via Campane ‌Brescia","45.568419","10.230342","BS","brescia"
"456041641104410973_1","slow","Via Triumplina 83 ‌Brescia","45.570511","10.23117","BS","brescia"
"ALFAZERO_SN1800601","fast","via Branze, 38 ‌Brescia","45.563946","10.231362","BS","brescia"
"ALFAZERO_SN1900401","fast","Via San Pio da Pietralcina ‌Brescia","45.559851","10.233024","BA","bari"
"ALFAZERO_SN1800595","slow","via Tovini ‌Brescia","45.58337","10.233655","BS","brescia"
"NC-4559264910234726","fast","Via Lina Franzoni ‌Bovezzo","45.592649","10.234726","BS","brescia"
"NC-4558915610238722","fast","Via dei Prati ‌Bovezzo","45.589156","10.238722","BS","brescia"
"OCPI-172-263","fast","Via dei Prati 19 ‌Bovezzo (BS)","45.589563","10.240333","BS","brescia"
"OCPI-129-38e1eeee-f6b7-450a-b23a-5b87ec6aad7b","fast","Via del Camposanto, 11 ‌Bovezzo","45.58953","10.2459","BS","brescia"
"OCPI-129-695b0515-1bec-407f-8324-4676faee9c1d","fast","Via Schiave, 5 ‌Paitone","45.55574","10.41035","BS","brescia"
"NC-4555637810415485","slow","Via Gardesana ‌Prevalle","45.556378","10.415485","BS","brescia"
"NC-4556360510430387","slow","Strada Provinciale 116 ‌Gavardo","45.563606","10.430387","RM","roma"
"OCPI-123-LOC8281","fast","Via Giuseppe Zanardelli ‌POLPENAZZE DEL GARDA","45.551938","10.504631","BS","brescia"
"NC-4557430210548072","fast","Via Silvella ‌Manerba del Garda","45.574302","10.548072","BS","brescia"
"NC-4557820410554240","slow","Via Gardiola, 3 ‌San Felice del Benaco","45.578384","10.554808","BS","brescia"
"NC-4558237810560986","slow","Via Spizzago,  6 ‌San Felice del Benaco","45.582378","10.560986","BS","brescia"
"WA-TESLA-30013","fast","Via Vacce ‌Costermano","45.591462","10.701874","VR","verona"
"OCPI-129-07995a1f-3346-4174-b7e0-b1a22fd106df","fast","Via Paolo Veronese, 1 ‌Garda","45.579243","10.705277","VR","verona"
"NC-4557401310710464","fast","Corso Italia 34 ‌Garda","45.574013","10.710464","VR","verona"
"NC-4556478110712929","fast","Via Gardesana dell'Acqua ‌Bardolino","45.564781","10.712929","VR","verona"
"NC-4555313410721781","slow","Via San Colombano ‌Bardolino","45.553134","10.721781","VR","verona"
"WA-TESLA-20924","fast","Via Europa Unita ‌Bardolino","45.55164","10.725531","VR","verona"
"OCPI-129-b6968550-5126-4f27-8713-099fa3b74eed","fast","Via Montavoletta, 11 ‌Bardolino","45.554324","10.734584","VR","verona"
"WA-TESLA-14818","slow,rapid","Via San Pieretto ‌Affi","45.551181","10.787317","VR","verona"
"4555191247528027510787780620157719-NC_1","fast,rapid","Via San Pieretto ‌Affi","45.551442","10.78764","VR","verona"
"DW-190139","fast","Strada Provinciale 29b ‌Affi","45.551966","10.781898","VR","verona"
"WA-TESLA-41258","fast","Località Zovo ‌Caprino veronese","45.594756","10.807433","VR","verona"
"NC-4555135310907648","slow","Strada Provinciale 33b ‌Fumane","45.551444","10.907883","VR","verona"
"OCPI-129-da22bd08-02ba-4ff6-9e8d-c07d2382b379","fast","Piazza Alferia, 2 ‌Cerro Veronese","45.574792","11.037532","VR","verona"
"OCPI-129-06bf7ee6-246f-450e-b71a-f01a1ca39bc1","fast","Piazza Alpini, 20 ‌Roverè Veronese","45.59361","11.06461","VR","verona"
"OCPI-129-6bc68993-93a9-40e3-ac0c-5fb2d3e643ba","fast","Via Don Paolo Zivelonghi, 3 ‌Badia Calavena","45.59387","11.15073","VR","verona"
"OCPI-129-4cf05779-1616-4bbd-bc42-2e2c397c1217","fast","Via Verdi, 3 ‌Badia Calavena","45.56664","11.15253","VR","verona"
"NC-4558960011367763","slow","Via Guglielmo Marconi ‌Brogliano","45.5896","11.367763","VI","vicenza"
"NC-4555954911461912","slow","Via Bazza di Sopra ‌Monteviale","45.559547","11.461912","VI","vicenza"
"OCPI-129-1264a7b6-21cd-4979-b455-c94bb8d30b15","fast","Via Paolo Borsellino, 8 ‌Monteviale","45.55806","11.46938","VI","vicenza"
"OCPI-130-EVOS_thing30133","fast","Via Mazzini, 3 ‌Costabissara","45.585209","11.486526","VI","vicenza"
"NC-4558377411485571","slow","Via Giuseppe Schiavo ‌Costabissara","45.587864","11.488295","VI","vicenza"
"OCPI-130-EVOS_thing4351","slow,fast","S.P. 46 Statale Pasubio ‌Costabissara","45.599367","11.49562","VI","vicenza"
"OCPI-130-EVOS_thing9572","slow,fast","PIAZZETTA SANTO STEFANO ‌Costabissara","45.579432","11.501033","VI","vicenza"
"218","slow","Contrà Mure Carmini ‌Vicenza","45.550861","11.540532","VI","vicenza"
"NC-4555508411543538","slow","Contrà San Francesco 112 ‌Provincia di Vicenza","45.555084","11.543538","VI","vicenza"
"NC-4555491911543771","slow","Via Torquato Tasso ‌Vicenza","45.554782","11.543626","VI","vicenza"
"1376602.00704","fast","Viale Astichello ‌Vicenza","45.560253","11.555299","VI","vicenza"
"OCPI-129-e6085e39-17cd-403d-b48c-a1f1a1ca671e","fast","Via Acque, 69 ‌Bolzano Vicentino","45.58075","11.60186","VI","vicenza"
"NC-4558944611623578","slow","Via Zuccola 24/c ‌Bolzano Vicentino","45.589446","11.623578","VI","vicenza"
"OCPI-129-9dbe240d-ec87-4ec7-bc53-37513e7265f8","fast","Via Valsugana, 195 ‌San Giorgio in Bosco","45.58618","11.806364","PD","padova"
"OCPI-129-3a522f9d-2467-4ff6-a963-16cfbf7fe831","fast","Via del Donatore, 291 ‌San Giorgio in Bosco","45.59151","11.80867","PD","padova"
"OCPI-129-8291aba0-7a8c-4955-87e0-dfd8de0a978b","fast","Via Provinciale, 15 ‌Campo San Martino","45.5593","11.81492","PD","padova"
"OCPI-129-2af3fb5e-213e-4927-8031-469f315771bf","fast","Piazza Vittoria, 34 ‌Villa del Conte","45.584147","11.857579","PD","padova"
"COM25R23Q2210061","fast","Via Fontanebianche, 126 ‌Santa Giustina in Colle","45.599987","11.901806","PD","padova"
"NC-4556460011928733","slow","Via Cao del Mondo ‌Camposampiero","45.562816","11.927987","PD","padova"
"NC-4555481411928742","slow","Via Borgo Padova ‌Camposampiero","45.55451","11.928609","PD","padova"
"NC-4555578511931102","slow","Via Meucci 3 ‌Camposampiero","45.555785","11.931102","PD","padova"
"OCPI-207-IT*REV*E555","slow","Via Albarella 13 ‌Camposampiero","45.566319","11.947281","PD","padova"
"NC-4556008312005208","slow","Via Guglielmo Marconi 50 ‌Massanzago","45.560083","12.005208","PD","padova"
"NC-4559239012041553","slow","Via Ronchi 1 ‌Trebaseleghe","45.592388","12.041553","PD","padova"
"OCPI-123-LOC19878","fast","Via Cappelletta 17 ‌NOALE","45.56998","12.05989","PD","padova"
"OCPI-130-20XP22T3KK4AL00730","fast","Via V. Gagliardi ‌Noale","45.552717","12.067755","VE","venezia"
"OCPI-130-20XP22T3KK4AL00733","fast","Piazzale della Bastia ‌Noale","45.551627","12.073694","VE","venezia"
"OCPI-130-EVOS_thing4379","slow,fast","Via Aurelio De Pol ‌Noale","45.556955","12.077024","VE","venezia"
"OCPI-130-EVOS_thing4753","fast","VIA MONIEGO CENTRO ‌Noale","45.561759","12.086114","VE","venezia"
"OCPI-129-aa0f5c6b-0f0c-4874-ac82-7ff6af915890","fast","Via Castellana, 29 ‌Scorzè","45.57623","12.09647","PD","padova"
"NC-4557621612096501","slow","Via Castellana,29 ‌Scorzè","45.576216","12.096501","PD","padova"
"OCPI-130-19XP22T3KK1AL00301","fast","Via IV novembre ‌Scorzè","45.573588","12.103683","VE","venezia"
"OCPI-130-19XP22T3KK1AL00303","fast","via Onaro ‌Scorzè","45.591944","12.110556","VE","venezia"
"OCPI-130-19XP22T3KK4AZ00704","fast","Viale Kennedy ‌Scorzè","45.5775","12.111667","VE","venezia"
"OCPI-130-19XP22T3KK1AL00268","fast","Via Monte Pelmo ‌Scorzè","45.570278","12.115833","VE","venezia"
"OCPI-130-19XP22T3KK1AL00266","fast","VIA PICASSO ‌Scorzè","45.560278","12.180833","VE","venezia"
"OCPI-130-EVOS_thing4476","fast","via Moglianese - PESEGGIA ‌Scorzè","45.563056","12.193333","VE","venezia"
"OCPI-130-19XP22T3KK1AL00300","fast","Via Rigamonti ‌Mogliano Veneto","45.584444","12.214444","TV","treviso"
"OCPI-129-a5f7868b-c69a-488e-867b-8bfacda5d0c3","fast","Via Giovanni Caboto, 1 ‌Preganziol","45.5944","12.21586","TV","treviso"
"OCPI-130-19XP22T3KK1AL00224","fast","VIA TRENTO ‌Mogliano Veneto","45.558611","12.231667","TV","treviso"
"NC-4555928512231993","fast","Via Monte Cimone ‌Mogliano Veneto","45.559285","12.231993","TV","treviso"
"NC-4555960912235220","slow","Via G. B. Boldini ‌Mogliano Veneto","45.559609","12.23522","TV","treviso"
"NC-4556020312241695","slow","Via Giuseppe Verdi ‌Mogliano Veneto","45.560204","12.241695","TV","treviso"
"NC-4555430812246813","fast","Via Erminio Ferretto ‌Mogliano Veneto","45.554308","12.246813","TV","treviso"
"OCPI-130-19XP22T3KK1AL00278","fast","Via Erminio Ferretto ‌Mogliano Veneto","45.5525","12.246944","TV","treviso"
"OCPI-130-19XP22T3KK1AL00275","fast","Via Koflach ‌Mogliano Veneto","45.580278","12.267778","TV","treviso"
"WA-TESLA-23486","slow,rapid","Via Bonisiolo ‌Mogliano Veneto","45.584722","12.287137","TV","treviso"
"NC-4558745912300993","fast","Via Giotto SPZ ‌Mogliano Veneto","45.587459","12.300993","TV","treviso"
"OCPI-130-19XP22T3KK1AL00276","fast","Via Tiziano Vecellio ‌Mogliano Veneto","45.588156","12.303646","TV","treviso"
"OCPI-129-adb6d0c7-7c69-4db1-b623-c10d1736f78e","fast","Via dello Sport, 14 ‌Marcon","45.55641","12.30466","VE","venezia"
"NC-4558911212306835","slow","Via Raffaello ‌Mogliano Veneto","45.589111","12.306835","TV","treviso"
"OCPI-130-EVOS_thing4572","fast","VIA ALTINIA ‌Mogliano Veneto","45.583082","12.32189","TV","treviso"
"OCPI-174-AT*HTB*E100367","slow","Via Roma 35 ‌Casale sul Sile (TV)","45.594265","12.328022","TV","treviso"
"NC-4558468212352329","slow","Via Roma 87 ‌Quarto d'Altino","45.584682","12.352329","VE","venezia"
"4556455212426907-NC_1","slow","Via Sile, 41 ‌Roncade","45.564552","12.426907","TV","treviso"
"NC-4556974512564143","fast","Via Caposile ‌San Donà di Piave","45.569744","12.564143","VE","venezia"
"NC-4555186312656216","slow","Via P.L.Nervi 41 ‌Jesolo","45.551863","12.656216","VE","venezia"
"NC-4555403812675778","slow","Via Val di Sole ‌Jesolo","45.554038","12.675778","VE","venezia"
"NC-4555295212770178","slow","Viale dei Fiori, 15 ‌Eraclea Mare","45.552952","12.770178","VE","venezia"
"OCPI-130-EVOS_thing4157","fast","Piazza Madonneta - parcheggio ‌Caorle","45.566457","12.806547","VE","venezia"
"NC-4557357712812314","fast","Viale Altanea ‌Duna Verde Caorle","45.573578","12.812314","VE","venezia"
"NC-4557309112812760","slow","Viale Altanea - Pra' delle Torri ‌Caorle","45.573091","12.81276","VE","venezia"
"GASGAS-00104","fast","Viale dei gabbiani, 21 ‌Caorle (VE)","45.576145","12.823945","VE","venezia"
"NC-4557726012827738","slow","Viale dei Cigni, 18 ‌Caorle","45.577259","12.827738","VE","venezia"
"OCPI-130-EVOS_thing4253","fast","Piazzale Darsena Porto Santa Margherita ‌Caorle","45.58872","12.853115","VE","venezia"
"92","slow","viale Lepanto, 99 ‌Caorle","45.5858","12.854236","VE","venezia"
"NC-4558949112861778","fast","Via dei Vichinghi 1 ‌Caorle","45.589493","12.861778","VE","venezia"
"NC-4559304612870052","fast","Via Duca degli Abruzzi ‌Caorle","45.593044","12.870052","VE","venezia"
"1376602.00103","fast","Via del Quadrante ‌Caorle","45.59602","12.870928","VE","venezia"
"NC-4559596212871074","slow","Via del Quadrante 24 ‌Caorle","45.595962","12.871074","VE","venezia"
"NC-4559668612878941","fast","Viale Santa Margherita, 57 ‌Caorle","45.596604","12.878765","VE","venezia"
"NC-4559761712879271","fast","Via Giotto,9 ‌Caorle","45.597618","12.879271","VE","venezia"
"NC-4559696912881995","fast","Via Giovanni Pascoli,1 ‌Caorle","45.59697","12.881995","VE","venezia"
"201","slow,fast","Viale Guglielmo Marconi, 8 ‌Dalmine","45.647667","9.60031","BG","bergamo"
"NC-456464559606428","fast","Via Bosco Frati ‌Dalmine","45.646454","9.606428","BG","bergamo"
"NC-456433939612821","rapid","Via Monte Tofane ‌Dalmine","45.643393","9.612821","BG","bergamo"
"OCPI-129-54944395-35bc-44ba-93d1-36e4db0c091a","fast","Via Ruggero Leoncavallo, 3 ‌Dalmine","45.637507","9.619398","BG","bergamo"
"40802612.00449","fast","Via Friuli, 29 ‌Dalmine","45.649904","9.624363","BG","bergamo"
"NC-456229819655913","slow","Via San Zeno ‌Comun Nuovo","45.622981","9.655913","BG","bergamo"
"OCPI-130-20XP22T3KK1AL00158","fast","Via Aldo Moro, 2 ‌Zanica","45.643916","9.683278","BG","bergamo"
"OCPI-130-EVOS_thing4597","slow,fast","Via Provinciale, 22 ‌Urgnano","45.614714","9.692975","BG","bergamo"
"NC-456451439707808","slow,rapid","Strada Provinciale ex SS 591 ‌Grassobbio","45.645143","9.707808","BG","bergamo"
"OCPI-129-43db0e60-86d3-49ac-abfa-d67e550ba280","fast","Via Papa Giovanni, 20 ‌Cavernago","45.62441","9.76113","BG","bergamo"
"OCPI-129-31e0b45f-55b8-4cff-a322-a0f8143f79e5","fast","Via G. Deledda, 27 ‌Cavernago","45.6223","9.77278","BG","bergamo"
"NC-456344009807464","slow","Via Facchinetti ‌Bolgare","45.634339","9.80748","BG","bergamo"
"NC-456324669861277","rapid","Via dei Morenghi ‌Provincia di Bergamo","45.632485","9.860997","BG","bergamo"
"OCPI-218-IT*JOI*EJN000002","fast","Via Guglielmo Marconi 5 ‌Grumello del Monte","45.63328","9.86188","BG","bergamo"
"NC-456321889863098","fast","Viale Lega Lombarda ‌Grumello del Monte","45.632117","9.863132","BG","bergamo"
"NC-456331799871165","slow","Piazza Mercato ‌Grumello del Monte","45.633185","9.87109","BG","bergamo"
"OCPI-207-IT*REV*E49","fast","Via Brescia 94 ‌Grumello Del Monte","45.623478","9.880051","BG","bergamo"
"OCPI-129-91699ae0-d4c4-41ed-9a06-6fa0aadbaf99","fast","Via Roma, 166 ‌Grumello del Monte","45.637408","9.883449","BG","bergamo"
"NC-456429539892339","fast","Via Gazzo 11 ‌Castelli Calepio","45.642953","9.892339","BG","bergamo"
"NC-456027329893661","fast","Via Guglielmo Marconi ‌Palazzolo sull'Oglio","45.602734","9.893661","BS","brescia"
"NC-456389339893988","slow","Via dei Mille ‌Castelli Calepio","45.638933","9.893988","BG","bergamo"
"NC-456201199897562","slow","Via della Repubblica 16 ‌Castelli Calepio","45.620119","9.897562","BG","bergamo"
