Provincia;Codice ISTAT Comune;Anno;Densita
L'AQUILA;66049;2010;155.5
L'AQUILA;66049;2011;155.1
TERAMO;67041;2000;344.6
TERAMO;67041;2001;340.2
TERAMO;67041;2002;335.6
TERAMO;67041;2003;341.1
TERAMO;67041;2004;346.6
TERAMO;67041;2005;346.9
TERAMO;67041;2006;348.8
TERAMO;67041;2007;355.3
TERAMO;67041;2008;361.1
TERAMO;67041;2009;361.9
TERAMO;67041;2010;361.7
TERAMO;67041;2011;361.4
PESCARA;68028;2000;3437.6
PESCARA;68028;2001;3445.5
PESCARA;68028;2002;3546.8
PESCARA;68028;2003;3642.2
PESCARA;68028;2004;3654.9
PESCARA;68028;2005;3660.5
PESCARA;68028;2006;3657.9
PESCARA;68028;2007;3662.9
PESCARA;68028;2008;3672.1
PESCARA;68028;2009;3676.2
PESCARA;68028;2010;3677.0
PESCARA;68028;2011;3674.6
CHIETI;69022;2000;968.3
CHIETI;69022;2001;931.6
CHIETI;69022;2002;893.4
CHIETI;69022;2003;888.1
CHIETI;69022;2004;922.1
CHIETI;69022;2005;955.4
CHIETI;69022;2006;948.0
CHIETI;69022;2007;940.7
CHIETI;69022;2008;936.2
CHIETI;69022;2009;931.2
CHIETI;69022;2010;924.4
CHIETI;69022;2011;918.7
CAMPOBASSO;70006;2000;922.8
CAMPOBASSO;70006;2001;917.5
CAMPOBASSO;70006;2002;914.8
CAMPOBASSO;70006;2003;922.0
CAMPOBASSO;70006;2004;927.8
CAMPOBASSO;70006;2005;925.2
CAMPOBASSO;70006;2006;920.7
CAMPOBASSO;70006;2007;920.6
CAMPOBASSO;70006;2008;921.3
CAMPOBASSO;70006;2009;918.3
CAMPOBASSO;70006;2010;915.6
CAMPOBASSO;70006;2011;913.9
FOGGIA;71024;2000;302.8
FOGGIA;71024;2001;302.9
FOGGIA;71024;2002;305.4
FOGGIA;71024;2003;305.0
FOGGIA;71024;2004;304.8
FOGGIA;71024;2005;303.7
FOGGIA;71024;2006;302.5
FOGGIA;71024;2007;302.3
FOGGIA;71024;2008;302.0
FOGGIA;71024;2009;301.5
FOGGIA;71024;2010;301.0
FOGGIA;71024;2011;300.4
ANDRIA;72005;2000;232.3
ANDRIA;72005;2001;233.9
ANDRIA;72005;2002;235.4
ANDRIA;72005;2003;236.9
ANDRIA;72005;2004;238.2
ANDRIA;72005;2005;239.3
ANDRIA;72005;2006;240.2
ANDRIA;72005;2007;241.4
ANDRIA;72005;2008;242.8
ANDRIA;72005;2009;243.7
ANDRIA;72005;2010;244.7
ANDRIA;72005;2011;245.8
BARI;72006;2000;2857.1
BARI;72006;2001;2790.1
BARI;72006;2002;2716.6
BARI;72006;2003;2707.6
BARI;72006;2004;2765.2
BARI;72006;2005;2820.0
BARI;72006;2006;2805.4
BARI;72006;2007;2786.4
BARI;72006;2008;2767.6
BARI;72006;2009;2757.4
BARI;72006;2010;2756.6
BARI;72006;2011;2753.1
TARANTO;73027;2000;955.0
TARANTO;73027;2000;955.0
TARANTO;73027;2001;940.1
TARANTO;73027;2001;940.1
TARANTO;73027;2002;941.6
TARANTO;73027;2002;941.6
TARANTO;73027;2003;953.0
TARANTO;73027;2003;953.0
TARANTO;73027;2004;949.6
TARANTO;73027;2004;949.6
TARANTO;73027;2005;945.9
TARANTO;73027;2005;945.9
TARANTO;73027;2006;939.6
TARANTO;73027;2006;939.6
TARANTO;73027;2007;933.7
TARANTO;73027;2007;933.7
TARANTO;73027;2008;928.1
TARANTO;73027;2008;928.1
TARANTO;73027;2009;923.4
TARANTO;73027;2009;923.4
TARANTO;73027;2010;918.1
TARANTO;73027;2010;918.1
TARANTO;73027;2011;911.6
TARANTO;73027;2011;911.6
BRINDISI;74001;2000;283.9
BRINDISI;74001;2001;277.0
BRINDISI;74001;2002;270.1
BRINDISI;74001;2003;269.0
BRINDISI;74001;2004;268.1
BRINDISI;74001;2005;271.5
BRINDISI;74001;2006;275.0
BRINDISI;74001;2007;274.3
BRINDISI;74001;2008;273.5
BRINDISI;74001;2009;273.1
BRINDISI;74001;2010;273.3
BRINDISI;74001;2011;273.3
LECCE;75035;2000;410.4
LECCE;75035;2001;378.8
LECCE;75035;2002;350.4
LECCE;75035;2003;365.4
LECCE;75035;2004;381.5
LECCE;75035;2005;386.5
LECCE;75035;2006;390.6
LECCE;75035;2007;393.7
LECCE;75035;2008;396.3
LECCE;75035;2009;397.9
LECCE;75035;2010;399.5
LECCE;75035;2011;400.9
POTENZA;76063;2000;400.6
POTENZA;76063;2001;398.4
POTENZA;76063;2002;395.9
POTENZA;76063;2003;395.8
POTENZA;76063;2004;395.9
POTENZA;76063;2005;394.9
POTENZA;76063;2006;393.3
POTENZA;76063;2007;391.6
POTENZA;76063;2008;392.6
POTENZA;76063;2009;394.2
POTENZA;76063;2010;393.3
POTENZA;76063;2011;392.6
MATERA;77014;2000;147.2
MATERA;77014;2001;148.4
MATERA;77014;2002;149.6
MATERA;77014;2003;150.6
MATERA;77014;2004;151.7
MATERA;77014;2005;152.7
MATERA;77014;2006;153.5
MATERA;77014;2007;154.5
MATERA;77014;2008;155.3
MATERA;77014;2009;155.7
MATERA;77014;2010;156.3
MATERA;77014;2011;157.0
COSENZA;78045;2000;1980.8
COSENZA;78045;2001;1964.1
COSENZA;78045;2002;1950.2
COSENZA;78045;2003;1924.3
COSENZA;78045;2004;1902.4
COSENZA;78045;2005;1891.3
COSENZA;78045;2006;1880.4
COSENZA;78045;2007;1873.3
COSENZA;78045;2008;1869.9
COSENZA;78045;2009;1870.7
COSENZA;78045;2010;1876.8
COSENZA;78045;2011;1879.6
CATANZARO;79023;2000;871.0
CATANZARO;79023;2001;864.0
CATANZARO;79023;2002;854.1
CATANZARO;79023;2003;853.2
CATANZARO;79023;2004;853.3
CATANZARO;79023;2005;851.9
CATANZARO;79023;2006;848.7
CATANZARO;79023;2007;846.0
CATANZARO;79023;2008;842.1
CATANZARO;79023;2009;839.0
CATANZARO;79023;2010;837.2
CATANZARO;79023;2011;835.6
REGGIO DI CALABRIA;80063;2000;760.8
REGGIO DI CALABRIA;80063;2001;761.7
REGGIO DI CALABRIA;80063;2002;763.5
REGGIO DI CALABRIA;80063;2003;766.5
REGGIO DI CALABRIA;80063;2004;772.1
REGGIO DI CALABRIA;80063;2005;778.3
REGGIO DI CALABRIA;80063;2006;780.8
REGGIO DI CALABRIA;80063;2007;783.3
REGGIO DI CALABRIA;80063;2008;786.4
REGGIO DI CALABRIA;80063;2009;787.0
REGGIO DI CALABRIA;80063;2010;788.9
REGGIO DI CALABRIA;80063;2011;790.2
TRAPANI;81021;2000;255.0
TRAPANI;81021;2001;252.9
TRAPANI;81021;2002;251.4
TRAPANI;81021;2003;251.4
TRAPANI;81021;2004;255.6
TRAPANI;81021;2005;260.3
TRAPANI;81021;2006;260.1
TRAPANI;81021;2007;259.7
TRAPANI;81021;2008;259.5
TRAPANI;81021;2009;259.6
TRAPANI;81021;2010;259.7
TRAPANI;81021;2011;259.1
PALERMO;82053;2000;4289.7
PALERMO;82053;2001;4296.8
PALERMO;82053;2002;4308.1
PALERMO;82053;2003;4288.2
PALERMO;82053;2004;4264.3
PALERMO;82053;2005;4236.2
PALERMO;82053;2006;4208.8
PALERMO;82053;2007;4184.7
PALERMO;82053;2008;4162.3
PALERMO;82053;2009;4140.0
PALERMO;82053;2010;4128.8
PALERMO;82053;2011;4122.6
MESSINA;83048;2000;1222.5
MESSINA;83048;2001;1204.9
MESSINA;83048;2002;1186.1
MESSINA;83048;2003;1178.7
MESSINA;83048;2004;1174.6
MESSINA;83048;2005;1169.1
MESSINA;83048;2006;1163.4
MESSINA;83048;2007;1157.9
MESSINA;83048;2008;1153.7
MESSINA;83048;2009;1151.0
MESSINA;83048;2010;1148.9
MESSINA;83048;2011;1145.2
AGRIGENTO;84001;2000;226.9
AGRIGENTO;84001;2001;224.9
AGRIGENTO;84001;2002;225.4
AGRIGENTO;84001;2003;233.7
AGRIGENTO;84001;2004;240.1
AGRIGENTO;84001;2005;240.6
AGRIGENTO;84001;2006;240.7
AGRIGENTO;84001;2007;240.8
AGRIGENTO;84001;2008;240.9
AGRIGENTO;84001;2009;240.9
AGRIGENTO;84001;2010;241.0
AGRIGENTO;84001;2011;241.1
CALTANISSETTA;85004;2000;149.1
CALTANISSETTA;85004;2001;148.1
CALTANISSETTA;85004;2002;146.5
CALTANISSETTA;85004;2003;145.8
CALTANISSETTA;85004;2004;145.6
CALTANISSETTA;85004;2005;145.3
CALTANISSETTA;85004;2006;144.9
CALTANISSETTA;85004;2007;144.4
CALTANISSETTA;85004;2008;144.3
CALTANISSETTA;85004;2009;144.4
CALTANISSETTA;85004;2010;144.4
CALTANISSETTA;85004;2011;144.3
ENNA;86009;2000;79.5
ENNA;86009;2001;80.3
ENNA;86009;2002;80.9
ENNA;86009;2003;80.5
ENNA;86009;2004;79.9
ENNA;86009;2005;79.5
ENNA;86009;2006;79.1
ENNA;86009;2007;78.8
ENNA;86009;2008;78.7
ENNA;86009;2009;78.5
ENNA;86009;2010;78.1
ENNA;86009;2011;78.0
CATANIA;87015;2000;1863.4
CATANIA;87015;2001;1792.4
CATANIA;87015;2002;1715.6
CATANIA;87015;2003;1703.4
CATANIA;87015;2004;1696.0
CATANIA;87015;2005;1686.0
CATANIA;87015;2006;1674.3
CATANIA;87015;2007;1660.0
CATANIA;87015;2008;1645.9
CATANIA;87015;2009;1636.6
CATANIA;87015;2010;1628.3
CATANIA;87015;2011;1616.4
RAGUSA;88009;2000;157.5
RAGUSA;88009;2001;156.7
RAGUSA;88009;2002;156.6
RAGUSA;88009;2003;159.2
RAGUSA;88009;2004;161.6
RAGUSA;88009;2005;162.4
RAGUSA;88009;2006;162.9
RAGUSA;88009;2007;163.5
RAGUSA;88009;2008;164.2
RAGUSA;88009;2009;165.1
RAGUSA;88009;2010;166.2
RAGUSA;88009;2011;167.0
SIRACUSA;89017;2000;617.3
SIRACUSA;89017;2001;610.7
SIRACUSA;89017;2002;603.9
SIRACUSA;89017;2003;602.5
SIRACUSA;89017;2004;603.6
SIRACUSA;89017;2005;603.5
SIRACUSA;89017;2006;603.4
SIRACUSA;89017;2007;605.0
SIRACUSA;89017;2008;606.8
SIRACUSA;89017;2009;607.2
SIRACUSA;89017;2010;606.7
SIRACUSA;89017;2011;605.7
SASSARI;90064;2000;221.3
SASSARI;90064;2001;221.2
SASSARI;90064;2002;221.4
SASSARI;90064;2003;222.5
SASSARI;90064;2004;226.0
SASSARI;90064;2005;231.5
SASSARI;90064;2006;234.9
SASSARI;90064;2007;236.0
SASSARI;90064;2008;237.5
SASSARI;90064;2009;238.7
SASSARI;90064;2010;239.0
SASSARI;90064;2011;239.2
NUORO;91051;2000;196.3
NUORO;91051;2001;193.2
NUORO;91051;2002;191.3
NUORO;91051;2003;191.9
NUORO;91051;2004;191.3
NUORO;91051;2005;190.5
NUORO;91051;2006;189.9
NUORO;91051;2007;189.7
NUORO;91051;2008;189.7
NUORO;91051;2009;189.5
NUORO;91051;2010;189.2
NUORO;91051;2011;188.5
CAGLIARI;92009;2000;1923.5
CAGLIARI;92009;2000;1923.5
CAGLIARI;92009;2000;1923.5
CAGLIARI;92009;2001;1909.2
CAGLIARI;92009;2001;1909.2
CAGLIARI;92009;2001;1909.2
CAGLIARI;92009;2002;1908.5
CAGLIARI;92009;2002;1908.5
CAGLIARI;92009;2002;1908.5
CAGLIARI;92009;2003;1902.0
CAGLIARI;92009;2003;1902.0
CAGLIARI;92009;2003;1902.0
CAGLIARI;92009;2004;1893.8
CAGLIARI;92009;2004;1893.8
CAGLIARI;92009;2004;1893.8
CAGLIARI;92009;2005;1881.1
CAGLIARI;92009;2005;1881.1
CAGLIARI;92009;2005;1881.1
CAGLIARI;92009;2006;1868.5
CAGLIARI;92009;2006;1868.5
CAGLIARI;92009;2006;1868.5
CAGLIARI;92009;2007;1854.8
CAGLIARI;92009;2007;1854.8
CAGLIARI;92009;2007;1854.8
CAGLIARI;92009;2008;1843.0
CAGLIARI;92009;2008;1843.0
CAGLIARI;92009;2008;1843.0
CAGLIARI;92009;2009;1836.6
CAGLIARI;92009;2009;1836.6
CAGLIARI;92009;2009;1836.6
CAGLIARI;92009;2010;1831.9
CAGLIARI;92009;2010;1831.9
CAGLIARI;92009;2010;1831.9
CAGLIARI;92009;2011;1825.7
CAGLIARI;92009;2011;1825.7
CAGLIARI;92009;2011;1825.7
PORDENONE;93033;2000;1274.6
PORDENONE;93033;2001;1281.2
PORDENONE;93033;2002;1295.8
PORDENONE;93033;2003;1320.4
PORDENONE;93033;2004;1335.8
PORDENONE;93033;2005;1334.7
PORDENONE;93033;2006;1327.8
PORDENONE;93033;2007;1326.8
PORDENONE;93033;2008;1339.2
PORDENONE;93033;2009;1346.4
PORDENONE;93033;2010;1349.8
PORDENONE;93033;2011;1354.7
ISERNIA;94023;2000;307.5
ISERNIA;94023;2001;308.1
ISERNIA;94023;2002;308.6
ISERNIA;94023;2003;309.9
ISERNIA;94023;2004;311.7
ISERNIA;94023;2005;313.5
ISERNIA;94023;2006;314.3
ISERNIA;94023;2007;315.5
ISERNIA;94023;2008;316.8
ISERNIA;94023;2009;318.5
ISERNIA;94023;2010;321.0
ISERNIA;94023;2011;322.0
ORISTANO;95038;2000;389.9
ORISTANO;95038;2001;378.9
ORISTANO;95038;2002;371.3
ORISTANO;95038;2003;377.7
ORISTANO;95038;2004;384.1
ORISTANO;95038;2005;388.3
ORISTANO;95038;2006;389.2
ORISTANO;95038;2007;387.3
ORISTANO;95038;2008;384.0
ORISTANO;95038;2009;381.3
ORISTANO;95038;2010;379.1
ORISTANO;95038;2011;377.2
BIELLA;96004;2000;1011.9
BIELLA;96004;2001;993.0
BIELLA;96004;2002;985.1
BIELLA;96004;2003;994.7
BIELLA;96004;2004;994.2
BIELLA;96004;2005;989.4
BIELLA;96004;2006;983.8
BIELLA;96004;2007;984.5
BIELLA;96004;2008;984.7
BIELLA;96004;2009;981.7
BIELLA;96004;2010;979.0
BIELLA;96004;2011;976.1
LECCO;97042;2000;995.6
LECCO;97042;2001;994.3
LECCO;97042;2002;994.9
LECCO;97042;2003;1002.3
LECCO;97042;2004;1008.9
LECCO;97042;2005;1016.1
LECCO;97042;2006;1021.8
LECCO;97042;2007;1026.9
LECCO;97042;2008;1032.6
LECCO;97042;2009;1037.7
LECCO;97042;2010;1044.0
LECCO;97042;2011;1049.9
LODI;98031;2000;998.2
LODI;98031;2001;992.2
LODI;98031;2002;999.1
LODI;98031;2003;1016.9
LODI;98031;2004;1026.6
LODI;98031;2005;1031.3
LODI;98031;2006;1031.7
LODI;98031;2007;1036.1
LODI;98031;2008;1046.4
LODI;98031;2009;1057.5
LODI;98031;2010;1067.3
LODI;98031;2011;1072.7
RIMINI;99014;2000;976.5
RIMINI;99014;2001;966.1
RIMINI;99014;2002;958.7
RIMINI;99014;2003;972.0
RIMINI;99014;2004;990.7
RIMINI;99014;2005;1005.2
RIMINI;99014;2006;1015.7
RIMINI;99014;2007;1026.1
RIMINI;99014;2008;1035.8
RIMINI;99014;2009;1047.1
RIMINI;99014;2010;1058.9
RIMINI;99014;2011;1070.3
PRATO;100005;2000;1777.8
PRATO;100005;2001;1780.5
PRATO;100005;2002;1781.1
PRATO;100005;2003;1796.5
PRATO;100005;2004;1827.5
PRATO;100005;2005;1867.5
PRATO;100005;2006;1893.0
PRATO;100005;2007;1902.2
PRATO;100005;2008;1899.2
PRATO;100005;2009;1905.4
PRATO;100005;2010;1920.3
PRATO;100005;2011;1929.5
CROTONE;101010;2000;332.2
CROTONE;101010;2001;333.0
CROTONE;101010;2002;333.7
CROTONE;101010;2003;334.9
CROTONE;101010;2004;336.4
CROTONE;101010;2005;336.7
CROTONE;101010;2006;337.1
CROTONE;101010;2007;338.1
CROTONE;101010;2008;339.4
CROTONE;101010;2009;340.7
CROTONE;101010;2010;342.5
CROTONE;101010;2011;343.8
VIBO VALENTIA;102047;2000;762.5
VIBO VALENTIA;102047;2001;746.6
VIBO VALENTIA;102047;2002;729.5
VIBO VALENTIA;102047;2003;728.8
VIBO VALENTIA;102047;2004;728.6
VIBO VALENTIA;102047;2005;730.2
VIBO VALENTIA;102047;2006;731.0
VIBO VALENTIA;102047;2007;728.2
VIBO VALENTIA;102047;2008;726.0
VIBO VALENTIA;102047;2009;727.5
VIBO VALENTIA;102047;2010;730.1
VIBO VALENTIA;102047;2011;729.4
VERBANIA;103072;2000;809.1
VERBANIA;103072;2001;804.8
VERBANIA;103072;2002;799.4
VERBANIA;103072;2003;805.6
VERBANIA;103072;2004;814.7
VERBANIA;103072;2005;818.2
VERBANIA;103072;2006;818.2
VERBANIA;103072;2007;819.9
VERBANIA;103072;2008;824.4
VERBANIA;103072;2009;827.2
VERBANIA;103072;2010;828.7
VERBANIA;103072;2011;830.9
OLBIA;104017;2000;118.5
OLBIA;104017;2001;120.0
OLBIA;104017;2002;121.9
OLBIA;104017;2003;124.3
OLBIA;104017;2004;126.9
OLBIA;104017;2005;129.3
OLBIA;104017;2006;131.9
OLBIA;104017;2007;135.9
OLBIA;104017;2008;140.6
OLBIA;104017;2009;144.3
OLBIA;104017;2010;147.5
OLBIA;104017;2011;150.5
TEMPIO PAUSANIA;104025;2000;65.3
TEMPIO PAUSANIA;104025;2001;65.3
TEMPIO PAUSANIA;104025;2002;65.5
TEMPIO PAUSANIA;104025;2003;65.5
TEMPIO PAUSANIA;104025;2004;65.5
TEMPIO PAUSANIA;104025;2005;65.6
TEMPIO PAUSANIA;104025;2006;65.7
TEMPIO PAUSANIA;104025;2007;66.1
TEMPIO PAUSANIA;104025;2008;66.6
TEMPIO PAUSANIA;104025;2009;66.7
TEMPIO PAUSANIA;104025;2010;66.8
TEMPIO PAUSANIA;104025;2011;66.9
LANUSEI;105010;2000;113.9
LANUSEI;105010;2001;111.5
LANUSEI;105010;2002;109.5
LANUSEI;105010;2003;109.3
LANUSEI;105010;2004;109.0
LANUSEI;105010;2005;108.4
LANUSEI;105010;2006;107.6
LANUSEI;105010;2007;107.3
LANUSEI;105010;2008;107.2
LANUSEI;105010;2009;106.8
LANUSEI;105010;2010;106.2
LANUSEI;105010;2011;106.1
TORTOLI';105018;2000;243.8
TORTOLI';105018;2001;246.9
TORTOLI';105018;2002;251.3
TORTOLI';105018;2003;253.2
TORTOLI';105018;2004;254.4
TORTOLI';105018;2005;255.9
TORTOLI';105018;2006;257.2
TORTOLI';105018;2007;259.0
TORTOLI';105018;2008;262.7
TORTOLI';105018;2009;267.2
TORTOLI';105018;2010;270.0
TORTOLI';105018;2011;272.6
SANLURI;106015;2000;102.2
SANLURI;106015;2001;101.8
SANLURI;106015;2002;101.4
SANLURI;106015;2003;101.6
SANLURI;106015;2004;101.6
SANLURI;106015;2005;101.5
SANLURI;106015;2006;101.6
SANLURI;106015;2007;101.7
SANLURI;106015;2008;101.6
SANLURI;106015;2009;101.6
SANLURI;106015;2010;101.4
SANLURI;106015;2011;101.2
VILLACIDRO;106025;2000;81.0
VILLACIDRO;106025;2001;80.5
VILLACIDRO;106025;2002;80.2
VILLACIDRO;106025;2003;80.1
VILLACIDRO;106025;2004;79.9
VILLACIDRO;106025;2005;79.6
VILLACIDRO;106025;2006;79.5
VILLACIDRO;106025;2007;79.4
VILLACIDRO;106025;2008;79.3
VILLACIDRO;106025;2009;79.1
VILLACIDRO;106025;2010;78.9
VILLACIDRO;106025;2011;78.8
CARBONIA;107003;2000;216.8
CARBONIA;107003;2001;212.3
CARBONIA;107003;2002;209.7
CARBONIA;107003;2003;210.4
CARBONIA;107003;2004;209.9
CARBONIA;107003;2005;209.1
CARBONIA;107003;2006;208.1
CARBONIA;107003;2007;207.2
CARBONIA;107003;2008;206.3
CARBONIA;107003;2009;205.3
CARBONIA;107003;2010;204.6
CARBONIA;107003;2011;204.2
IGLESIAS;107009;2000;140.4
IGLESIAS;107009;2001;138.0
IGLESIAS;107009;2002;135.6
IGLESIAS;107009;2003;135.3
IGLESIAS;107009;2004;134.7
IGLESIAS;107009;2005;134.4
IGLESIAS;107009;2006;134.0
IGLESIAS;107009;2007;133.5
IGLESIAS;107009;2008;133.3
IGLESIAS;107009;2009;133.0
IGLESIAS;107009;2010;132.7
IGLESIAS;107009;2011;132.3
MONZA;108033;2000;3644.9
MONZA;108033;2001;3649.4
MONZA;108033;2002;3654.4
MONZA;108033;2003;3677.3
MONZA;108033;2004;3692.9
MONZA;108033;2005;3698.1
MONZA;108033;2006;3685.7
MONZA;108033;2007;3668.6
MONZA;108033;2008;3666.1
MONZA;108033;2009;3676.9
MONZA;108033;2010;3698.6
MONZA;108033;2011;3721.8
FERMO;109006;2000;286.5
FERMO;109006;2001;286.6
FERMO;109006;2002;287.4
FERMO;109006;2003;291.7
FERMO;109006;2004;296.8
FERMO;109006;2005;298.6
FERMO;109006;2006;300.3
FERMO;109006;2007;303.0
FERMO;109006;2008;304.9
FERMO;109006;2009;305.2
FERMO;109006;2010;304.7
FERMO;109006;2011;304.9
BARLETTA;110002;2000;626.9
BARLETTA;110002;2001;627.7
BARLETTA;110002;2002;628.1
BARLETTA;110002;2003;630.4
BARLETTA;110002;2004;632.7
BARLETTA;110002;2005;633.7
BARLETTA;110002;2006;634.1
BARLETTA;110002;2007;635.8
BARLETTA;110002;2008;638.0
BARLETTA;110002;2009;639.7
BARLETTA;110002;2010;641.7
BARLETTA;110002;2011;644.4
TRANI;110009;2000;527.3
TRANI;110009;2001;524.5
TRANI;110009;2002;521.6
TRANI;110009;2003;524.0
TRANI;110009;2004;524.9
TRANI;110009;2005;524.1
TRANI;110009;2006;524.2
TRANI;110009;2007;525.0
TRANI;110009;2008;526.4
TRANI;110009;2009;527.4
TRANI;110009;2010;528.0
TRANI;110009;2011;528.8
