"ITTER107","Territorio","TIPO_DATO8","Tipo dato","MISURA1","Misura","COICOP_CEF2","Gruppo di spesa","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1944.67,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2436.12,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",124.6,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",140.51,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",110.98,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2345.77,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",103.33,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2706.02,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1903.83,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1558.27,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2344.92,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",14.71,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2269.67,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",307.6,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",118.86,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1579.82,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",70.84,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2672.54,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",280.65,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1876.68,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",96.92,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",57.56,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1878.11,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1632.11,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1629.73,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2774.07,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1377.9,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",245.22,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",170.83,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",125.16,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1898.33,,
