"ITTER107","Territorio","TIPO_DATO8","Tipo dato","MISURA1","Misura","COICOP_CEF2","Gruppo di spesa","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.26,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",96.23,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.66,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.28,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",21.03,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",360.27,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",500.49,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",696.01,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.25,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",16.5,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",101.95,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",481.53,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",84.2,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",37.9,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",61.24,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",223.09,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",44.32,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",24.76,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.61,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",75.19,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",137.74,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",87.05,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",31.64,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",92.37,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",251.25,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",86.77,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",56.86,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",109.79,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",35.17,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",153.38,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",31.91,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",117.23,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",94.72,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",119.7,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",485.23,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",60.11,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",109.02,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",46.28,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",99.97,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",382.8,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",479.76,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",83.31,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",412.45,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",40.94,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",78.94,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",96.93,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",40.69,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",456.15,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",143.91,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",83.08,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",137.89,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",87.41,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",107.44,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",84.1,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",164.96,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",298.53,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",16.25,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",41.84,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",109.83,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",71.97,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",38.19,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.85,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",91.86,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",21.27,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",873.58,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",81.01,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",89.83,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",75.25,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",98.86,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",49.83,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",106.12,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",22.08,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",25.07,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",77.69,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",134.05,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",97.4,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",97.85,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",81.42,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",49.31,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",32.26,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",78.82,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",126.77,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",461.32,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",67.54,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",370.73,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",21.44,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",68.96,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",100.67,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",20.88,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",31.69,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",85.73,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",72.07,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",672.62,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",107.21,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",797.3,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",538.37,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",28.97,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",49.85,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",61.52,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",20.42,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",26.64,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.06,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",122.55,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",132.97,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",76.7,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",59.21,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",82.57,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",468.59,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",477.25,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",442.17,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",112.77,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.28,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",67.17,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",111.22,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",82.41,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",110.76,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",448.67,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",47.59,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",41.49,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",18.21,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",20.29,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",45.92,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",95.07,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",32.85,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",66.92,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.36,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",31.98,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",60.27,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",16.55,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",115.28,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",444.37,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",114.48,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",693.39,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",15.56,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",794.77,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",441.56,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",490.02,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",490.58,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",31.24,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",534.37,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",30.33,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",106.57,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",125.44,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",76.45,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",103.19,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",68.89,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",92.03,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",805.77,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",101.05,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",115.5,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",67.64,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",113.74,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",46.18,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",631.36,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",148.93,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",33.62,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",424.4,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",117.35,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",43.21,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",21.83,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",18.13,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",109.14,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",113.62,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",23.48,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",74.9,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",809.28,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",25.4,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",47.03,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",84.68,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",115.65,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",128.69,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",21.03,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",34.37,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",63.28,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",49.27,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",74.96,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",118.31,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",106.48,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",140.36,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",41.85,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",147.5,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",467.02,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",115.27,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",59.77,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",65.42,,
